  32.03
  90.00
 187693872
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1999 02 21 12	39744.00	0.04	350.74	0.00	8.75	8.75	874.88
1999 02 22 12	39744.00	0.02	390.31	0.00	5.99	5.99	659.25
1999 02 23 12	40089.60	0.01	424.26	0.00	10.42	10.42	833.63
1999 02 24 12	40089.60	0.00	426.48	0.00	9.93	9.93	649.16
1999 02 25 12	40089.60	0.00	411.37	0.00	13.91	13.91	1225.19
1999 02 26 12	40435.20	0.00	350.82	0.00	18.58	18.58	1785.50
1999 02 27 12	40435.20	9.20	290.58	0.00	20.53	20.53	1937.00
1999 02 28 12	40435.20	0.04	441.87	0.00	13.91	13.91	928.14
1999 03 01 12	40780.80	0.00	443.82	0.00	14.13	14.13	895.81
1999 03 02 12	40780.80	0.10	329.99	0.00	17.39	17.39	1648.79
1999 03 03 12	40780.80	9.12	468.29	0.00	11.40	11.40	932.37
1999 03 04 12	41126.40	0.00	460.81	0.00	9.03	9.03	649.93
1999 03 05 12	41126.40	0.00	402.78	0.00	15.98	15.98	1483.38
1999 03 06 12	41126.40	2.39	458.57	0.00	19.13	19.13	1709.39
1999 03 07 12	41472.00	0.00	220.12	0.00	10.02	10.02	916.40
1999 03 08 12	41472.00	15.76	225.69	0.00	13.26	13.26	1237.13
1999 03 09 12	41472.00	0.59	471.13	0.00	15.15	15.15	1314.49
1999 03 10 12	41817.60	0.24	286.32	0.00	12.93	12.93	1087.89
1999 03 11 12	41817.60	2.62	384.45	0.00	14.29	14.29	1350.74
1999 03 12 12	41953.36	22.96	158.44	0.00	11.47	11.47	1206.28
1999 03 13 12	42163.20	28.82	156.06	0.00	10.80	10.80	1216.33
1999 03 14 12	42163.20	0.61	180.41	0.00	6.29	6.29	797.09
1999 03 15 12	42508.80	0.00	489.70	0.00	6.72	6.72	635.66
1999 03 16 12	42508.80	0.00	482.86	0.00	10.89	10.89	829.22
1999 03 17 12	42508.80	0.00	471.32	0.00	15.19	15.19	1392.27
1999 03 18 12	42854.40	0.11	349.86	0.00	17.97	17.97	1595.84
1999 03 19 12	42854.40	4.26	198.42	0.00	15.89	15.89	1509.12
1999 03 20 12	42854.40	1.63	441.16	0.00	14.73	14.73	1311.15
1999 03 21 12	43200.00	0.03	488.11	0.00	13.42	13.42	1079.45
1999 03 22 12	43200.00	0.00	487.81	0.00	15.20	15.20	1105.20
1999 03 23 12	43200.00	0.00	286.23	0.00	15.45	15.45	1459.81
1999 03 24 12	43545.60	1.65	311.44	0.00	19.73	19.73	1908.28
1999 03 25 12	43545.60	16.53	287.38	0.00	15.58	15.58	1482.76
1999 03 26 12	43545.60	0.00	499.83	0.00	12.25	12.25	947.98
1999 03 27 12	43891.20	0.00	366.11	0.00	9.93	9.93	800.38
1999 03 28 12	43891.20	7.59	116.73	0.00	12.37	12.37	1209.49
1999 03 29 12	43891.20	7.93	210.61	0.00	13.41	13.41	1404.01
1999 03 30 12	44236.80	4.33	97.45	0.00	13.77	13.77	1443.13
1999 03 31 12	44236.80	0.00	341.69	0.00	14.79	14.79	1491.06
1999 04 01 12	44302.27	0.01	472.09	0.00	19.09	19.09	1817.76
1999 04 02 12	44582.40	0.05	395.40	0.00	21.87	21.87	2132.68
1999 04 03 12	44582.40	4.90	265.74	0.00	23.54	23.54	2352.15
1999 04 04 12	44928.00	26.90	415.24	0.00	21.49	21.49	2131.72
1999 04 05 12	44928.00	13.37	363.24	0.00	23.72	23.72	2369.55
1999 04 06 12	44928.00	0.02	521.20	0.00	19.26	19.26	1497.95
1999 04 07 12	45273.60	0.00	475.54	0.00	21.44	21.44	1990.94
1999 04 08 12	45273.60	0.00	493.40	0.00	23.51	23.51	2299.39
1999 04 09 12	45273.60	0.00	486.21	0.00	24.17	24.17	2339.31
1999 04 10 12	45619.20	0.00	438.48	0.00	23.99	23.99	2319.39
1999 04 11 12	45619.20	0.00	416.55	0.00	21.02	21.02	1668.18
1999 04 12 12	45619.20	0.00	517.61	0.00	18.32	18.32	1323.58
1999 04 13 12	45964.80	0.00	383.92	0.00	17.75	17.75	1452.03
1999 04 14 12	45964.80	26.73	242.66	0.00	18.91	18.91	1897.37
1999 04 15 12	45964.80	0.00	412.08	0.00	15.51	15.51	1406.66
1999 04 16 12	46310.40	0.00	401.53	0.00	9.23	9.23	734.36
1999 04 17 12	46310.40	0.00	540.57	0.00	8.57	8.57	677.07
1999 04 18 12	46310.40	0.00	537.73	0.00	10.49	10.49	775.36
1999 04 19 12	46656.00	0.00	515.14	0.00	16.49	16.49	1361.56
1999 04 20 12	46656.00	0.00	516.56	0.00	20.33	20.33	1799.64
1999 04 21 12	46656.00	0.00	519.48	0.00	20.46	20.46	1854.76
1999 04 22 12	47001.60	0.00	512.63	0.00	22.06	22.06	2081.11
1999 04 23 12	47001.60	0.00	500.21	0.00	24.59	24.59	2439.44
1999 04 24 12	47001.60	0.00	492.57	0.00	25.54	25.54	2496.23
1999 04 25 12	47211.44	1.70	417.84	0.00	25.33	25.33	2439.87
1999 04 26 12	47347.20	15.49	254.04	0.00	22.47	22.47	2291.02
1999 04 27 12	47347.20	0.00	528.47	0.00	21.71	21.71	1898.18
1999 04 28 12	47347.20	0.00	518.14	0.00	22.54	22.54	1703.59
1999 04 29 12	47692.80	0.00	452.03	0.00	21.48	21.48	1901.16
1999 04 30 12	47692.80	0.19	522.88	0.00	18.15	18.15	1538.11
1999 05 01 12	47692.80	0.00	541.97	0.00	15.56	15.56	1212.78
1999 05 02 12	48038.40	0.39	361.37	0.00	17.42	17.42	1369.30
1999 05 03 12	48038.40	2.23	527.65	0.00	20.13	20.13	1915.32
1999 05 04 12	48038.40	0.42	340.29	0.00	23.17	23.17	2356.14
1999 05 05 12	48103.86	35.32	388.04	0.00	25.03	25.03	2683.20
1999 05 06 12	48384.00	0.21	566.82	0.00	19.99	19.99	1606.66
1999 05 07 12	48384.00	0.00	576.46	0.00	17.31	17.31	1144.45
1999 05 08 12	48384.00	0.00	565.43	0.00	19.96	19.96	1332.55
1999 05 09 12	48707.91	0.00	552.61	0.00	22.34	22.34	1846.86
1999 05 10 12	48729.60	18.50	292.37	0.00	21.88	21.88	2253.90
1999 05 11 12	48729.60	0.55	373.77	0.00	21.77	21.77	2200.01
1999 05 12 12	48729.60	10.59	482.85	0.00	22.98	22.98	2211.85
1999 05 13 12	49075.20	0.03	558.23	0.00	23.59	23.59	2132.01
1999 05 14 12	49075.20	0.00	549.21	0.00	21.08	21.08	1734.12
1999 05 15 12	49075.20	0.00	546.64	0.00	23.82	23.82	2238.41
1999 05 16 12	49075.20	0.00	547.33	0.00	25.25	25.25	2452.78
1999 05 17 12	49399.11	0.04	446.68	0.00	24.95	24.95	2497.44
1999 05 18 12	49420.80	16.50	545.71	0.00	24.44	24.44	2389.87
1999 05 19 12	49420.80	0.00	566.65	0.00	21.39	21.39	1855.13
1999 05 20 12	49420.80	0.00	559.28	0.00	21.26	21.26	1789.85
1999 05 21 12	49420.80	0.00	401.06	0.00	23.63	23.63	2214.31
1999 05 22 12	49766.40	0.00	507.17	0.00	24.52	24.52	2363.63
1999 05 23 12	49766.40	0.52	503.22	0.00	25.48	25.48	2446.86
1999 05 24 12	49766.40	2.82	562.12	0.00	24.23	24.23	2140.67
1999 05 25 12	49766.40	2.28	345.39	0.00	21.64	21.64	1788.61
1999 05 26 12	49766.40	5.76	442.53	0.00	24.50	24.50	2418.94
1999 05 27 12	50112.00	0.24	390.35	0.00	23.87	23.87	2253.15
1999 05 28 12	50112.00	11.30	366.30	0.00	23.27	23.27	2234.70
1999 05 29 12	50112.00	5.67	364.02	0.00	24.08	24.08	2359.54
1999 05 30 12	50112.00	23.56	368.40	0.00	24.62	24.62	2478.33
1999 05 31 12	50112.00	6.33	365.23	0.00	24.12	24.12	2442.99
1999 06 01 12	50112.00	0.00	549.72	0.00	26.27	26.27	2664.66
1999 06 02 12	50321.84	0.00	608.83	0.00	26.16	26.16	2619.33
1999 06 03 12	50457.60	0.00	553.57	0.00	26.89	26.89	2702.66
1999 06 04 12	50457.60	0.00	573.58	0.00	26.99	26.99	2761.09
1999 06 05 12	50457.60	0.00	538.02	0.00	26.75	26.75	2669.34
1999 06 06 12	50457.60	0.00	612.40	0.00	26.64	26.64	2531.32
1999 06 07 12	50457.60	0.03	482.54	0.00	27.66	27.66	2640.85
1999 06 08 12	50457.60	0.53	481.77	0.00	26.39	26.39	2589.56
1999 06 09 12	50457.60	0.29	426.78	0.00	26.93	26.93	2631.14
1999 06 10 12	50457.60	13.49	394.32	0.00	25.77	25.77	2609.54
1999 06 11 12	50523.07	3.47	423.65	0.00	25.77	25.77	2596.65
1999 06 12 12	50781.51	9.50	327.36	0.00	25.60	25.60	2591.63
1999 06 13 12	50803.20	0.76	296.45	0.00	25.44	25.44	2688.56
1999 06 14 12	50803.20	10.36	351.43	0.00	25.81	25.81	2685.35
1999 06 15 12	50803.20	0.80	325.33	0.00	24.88	24.88	2557.82
1999 06 16 12	50803.20	0.35	338.67	0.00	24.74	24.74	2516.33
1999 06 17 12	50803.20	0.00	388.21	0.00	23.25	23.25	2119.11
1999 06 18 12	50803.20	0.00	591.04	0.00	21.88	21.88	1864.95
1999 06 19 12	50803.20	0.00	600.80	0.00	22.92	22.92	1865.46
1999 06 20 12	50803.20	0.00	493.66	0.00	25.40	25.40	2272.77
1999 06 21 12	50803.20	0.03	452.30	0.00	26.03	26.03	2305.15
1999 06 22 12	50803.20	13.78	308.29	0.00	26.15	26.15	2630.65
1999 06 23 12	50803.20	17.17	406.12	0.00	25.92	25.92	2696.32
1999 06 24 12	50803.20	9.54	412.55	0.00	26.74	26.74	2810.32
1999 06 25 12	50803.20	58.01	329.59	0.00	24.17	24.17	2703.92
1999 06 26 12	50803.20	7.92	360.90	0.00	23.37	23.37	2492.83
1999 06 27 12	50803.20	1.18	515.67	0.00	27.73	27.73	2999.73
1999 06 28 12	50803.20	0.14	575.64	0.00	28.95	28.95	3114.89
1999 06 29 12	50803.20	0.00	562.60	0.00	28.53	28.53	2986.27
1999 06 30 12	50803.20	0.00	526.57	0.00	28.24	28.24	2867.43
1999 07 01 12	50667.44	0.00	588.40	0.00	27.47	27.47	2838.96
1999 07 02 12	50523.07	0.00	506.18	0.00	27.89	27.89	2902.73
1999 07 03 12	50457.60	0.00	509.44	0.00	27.30	27.30	2822.76
1999 07 04 12	50457.60	0.01	401.16	0.00	27.65	27.65	2860.55
1999 07 05 12	50457.60	9.57	366.67	0.00	27.23	27.23	2754.65
1999 07 06 12	50457.60	3.09	392.08	0.00	27.56	27.56	2810.00
1999 07 07 12	50457.60	22.80	406.85	0.00	27.83	27.83	2883.79
1999 07 08 12	50457.60	2.36	399.48	0.00	27.70	27.70	2823.21
1999 07 09 12	50457.60	4.77	383.66	0.00	27.28	27.28	2825.09
1999 07 10 12	50457.60	4.34	385.91	0.00	26.39	26.39	2717.82
1999 07 11 12	50177.46	15.55	254.84	0.00	25.51	25.51	2706.49
1999 07 12 12	50112.00	2.82	423.47	0.00	22.73	22.73	2326.36
1999 07 13 12	50112.00	0.00	521.25	0.00	25.27	25.27	2422.86
1999 07 14 12	50112.00	0.14	612.75	0.00	26.36	26.36	2540.70
1999 07 15 12	50112.00	0.00	550.61	0.00	26.90	26.90	2552.20
1999 07 16 12	50112.00	0.00	508.03	0.00	27.31	27.31	2715.01
1999 07 17 12	49976.23	1.12	443.90	0.00	26.43	26.43	2560.62
1999 07 18 12	49766.40	11.66	419.99	0.00	27.97	27.97	2845.12
1999 07 19 12	49766.40	0.24	395.30	0.00	27.28	27.28	2760.96
1999 07 20 12	49766.40	0.18	420.02	0.00	26.52	26.52	2609.34
1999 07 21 12	49766.40	3.98	412.46	0.00	26.68	26.68	2684.66
1999 07 22 12	49630.64	0.00	589.34	0.00	26.67	26.67	2650.92
1999 07 23 12	49420.80	0.00	616.77	0.00	28.36	28.36	2606.52
1999 07 24 12	49420.80	0.00	581.25	0.00	28.84	28.84	2584.09
1999 07 25 12	49420.80	5.85	520.89	0.00	28.58	28.58	2727.41
1999 07 26 12	49420.80	1.21	546.53	0.00	28.78	28.78	2883.25
1999 07 27 12	49075.20	0.00	599.69	0.00	29.16	29.16	2866.63
1999 07 28 12	49075.20	0.00	602.34	0.00	29.39	29.39	2797.05
1999 07 29 12	49075.20	0.00	612.08	0.00	29.14	29.14	2774.72
1999 07 30 12	49075.20	0.00	610.60	0.00	28.83	28.83	2754.18
1999 07 31 12	48795.07	0.00	614.43	0.00	28.39	28.39	2731.22
1999 08 01 12	48729.60	0.00	579.89	0.00	29.16	29.16	2776.03
1999 08 02 12	48729.60	0.05	505.53	0.00	29.95	29.95	2737.06
1999 08 03 12	48729.60	2.86	532.82	0.00	29.92	29.92	2673.37
1999 08 04 12	48384.00	0.00	583.85	0.00	28.78	28.78	2389.82
1999 08 05 12	48384.00	0.00	568.10	0.00	29.00	29.00	2229.05
1999 08 06 12	48384.00	0.00	520.11	0.00	30.08	30.08	2439.46
1999 08 07 12	48384.00	0.26	536.91	0.00	30.07	30.07	2469.23
1999 08 08 12	48038.40	0.00	567.93	0.00	29.62	29.62	2765.64
1999 08 09 12	48038.40	0.00	566.94	0.00	29.99	29.99	2839.03
1999 08 10 12	48038.40	0.00	561.60	0.00	30.40	30.40	2788.14
1999 08 11 12	47692.80	0.00	565.67	0.00	30.21	30.21	2778.55
1999 08 12 12	47692.80	0.00	563.08	0.00	29.22	29.22	2778.22
1999 08 13 12	47692.80	0.00	570.70	0.00	29.46	29.46	2802.52
1999 08 14 12	47692.80	0.00	572.29	0.00	30.17	30.17	2809.61
1999 08 15 12	47347.20	0.00	586.89	0.00	26.93	26.93	2168.44
1999 08 16 12	47347.20	0.00	595.90	0.00	25.04	25.04	1693.55
1999 08 17 12	47347.20	0.00	573.42	0.00	27.29	27.29	1979.20
1999 08 18 12	47001.60	0.00	575.36	0.00	29.33	29.33	2513.22
1999 08 19 12	47001.60	0.00	573.10	0.00	30.26	30.26	2468.92
1999 08 20 12	47001.60	0.00	571.77	0.00	30.13	30.13	2320.68
1999 08 21 12	46656.00	0.00	570.35	0.00	28.27	28.27	2293.43
1999 08 22 12	46656.00	0.00	565.38	0.00	28.92	28.92	2354.30
1999 08 23 12	46656.00	0.02	550.53	0.00	29.15	29.15	2678.48
1999 08 24 12	46310.40	0.92	494.51	0.00	29.27	29.27	2761.20
1999 08 25 12	46310.40	0.04	572.70	0.00	29.89	29.89	2614.47
1999 08 26 12	46310.40	0.00	560.98	0.00	29.45	29.45	2339.95
1999 08 27 12	45964.80	13.31	344.68	0.00	28.92	28.92	2657.67
1999 08 28 12	45964.80	0.00	569.02	0.00	28.13	28.13	2465.87
1999 08 29 12	45964.80	0.00	563.30	0.00	29.67	29.67	2271.63
1999 08 30 12	45619.20	0.00	568.17	0.00	28.76	28.76	2102.54
1999 08 31 12	45619.20	0.10	543.20	0.00	28.13	28.13	2150.39
1999 09 01 12	45619.20	12.33	302.28	0.00	26.27	26.27	2473.51
1999 09 02 12	45273.60	0.35	351.30	0.00	26.65	26.65	2653.48
1999 09 03 12	45273.60	23.25	342.07	0.00	26.99	26.99	2755.29
1999 09 04 12	45273.60	1.48	379.70	0.00	27.96	27.96	2863.57
1999 09 05 12	44928.00	0.65	436.21	0.00	29.01	29.01	2805.97
1999 09 06 12	44928.00	12.17	318.96	0.00	28.35	28.35	2858.20
1999 09 07 12	44928.00	11.43	316.47	0.00	28.04	28.04	2694.72
1999 09 08 12	44582.40	23.04	281.94	0.00	27.65	27.65	2903.07
1999 09 09 12	44582.40	0.80	546.38	0.00	26.53	26.53	2410.40
1999 09 10 12	44582.40	0.00	528.93	0.00	24.98	24.98	1744.97
1999 09 11 12	44236.80	0.00	549.50	0.00	24.22	24.22	1589.21
1999 09 12 12	44236.80	0.00	523.00	0.00	25.15	25.15	2028.35
1999 09 13 12	44236.80	1.54	445.10	0.00	25.72	25.72	2175.60
1999 09 14 12	43891.20	0.00	548.37	0.00	24.33	24.33	1899.79
1999 09 15 12	43891.20	0.00	559.73	0.00	20.79	20.79	1220.97
1999 09 16 12	43891.20	0.00	542.05	0.00	21.63	21.63	1292.15
1999 09 17 12	43545.60	0.00	351.25	0.00	22.00	22.00	1438.27
1999 09 18 12	43545.60	0.00	537.75	0.00	22.24	22.24	1337.01
1999 09 19 12	43545.60	0.00	538.59	0.00	23.42	23.42	1349.45
1999 09 20 12	43200.00	0.00	532.48	0.00	25.42	25.42	1597.88
1999 09 21 12	43200.00	0.19	413.30	0.00	23.26	23.26	1748.62
1999 09 22 12	42854.40	0.00	552.92	0.00	16.26	16.26	1120.21
1999 09 23 12	42854.40	0.00	548.62	0.00	17.53	17.53	955.64
1999 09 24 12	42854.40	0.00	540.17	0.00	19.66	19.66	1126.25
1999 09 25 12	42508.80	0.09	270.31	0.00	20.51	20.51	1722.79
1999 09 26 12	42508.80	0.14	377.44	0.00	24.01	24.01	2131.61
1999 09 27 12	42508.80	0.02	475.88	0.00	25.76	25.76	2151.45
1999 09 28 12	42163.20	0.32	378.89	0.00	25.35	25.35	2274.22
1999 09 29 12	42163.20	13.88	425.79	0.00	22.10	22.10	1977.40
1999 09 30 12	42163.20	0.00	532.78	0.00	16.53	16.53	1022.47
1999 10 01 12	41817.60	0.00	516.24	0.00	17.96	17.96	954.45
1999 10 02 12	41817.60	0.00	503.47	0.00	19.18	19.18	1165.10
1999 10 03 12	41817.60	0.00	488.69	0.00	22.52	22.52	1619.72
1999 10 04 12	41472.00	0.00	486.52	0.00	24.93	24.93	1833.39
1999 10 05 12	41472.00	0.00	491.82	0.00	19.63	19.63	1304.74
1999 10 06 12	41472.00	0.00	511.18	0.00	17.47	17.47	943.89
1999 10 07 12	41126.40	13.98	177.66	0.00	15.39	15.39	1250.62
1999 10 08 12	41126.40	33.54	186.97	0.00	18.70	18.70	2016.93
1999 10 09 12	41126.40	0.52	373.69	0.00	22.21	22.21	2212.93
1999 10 10 12	40780.80	0.09	436.46	0.00	24.39	24.39	2134.50
1999 10 11 12	40780.80	0.00	462.27	0.00	24.19	24.19	1965.57
1999 10 12 12	40780.80	0.00	473.72	0.00	23.15	23.15	1841.32
1999 10 13 12	40435.20	0.00	472.19	0.00	23.76	23.76	1762.89
1999 10 14 12	40435.20	0.00	472.18	0.00	23.85	23.85	1599.99
1999 10 15 12	40435.20	0.00	470.62	0.00	23.20	23.20	1566.68
1999 10 16 12	40089.60	0.00	466.43	0.00	22.79	22.79	1652.83
1999 10 17 12	40089.60	0.00	445.81	0.00	22.59	22.59	1677.58
1999 10 18 12	40089.60	0.41	147.93	0.00	15.51	15.51	1093.65
1999 10 19 12	39744.00	3.91	305.35	0.00	11.57	11.57	1024.98
1999 10 20 12	39744.00	0.00	473.72	0.00	13.01	13.01	833.07
1999 10 21 12	39744.00	0.00	464.65	0.00	14.62	14.62	750.31
1999 10 22 12	39398.40	0.00	465.93	0.00	17.08	17.08	902.19
1999 10 23 12	39398.40	0.00	463.91	0.00	15.94	15.94	773.59
1999 10 24 12	39398.40	0.00	461.25	0.00	10.89	10.89	607.35
1999 10 25 12	39052.80	0.00	458.18	0.00	12.82	12.82	668.21
1999 10 26 12	39052.80	0.00	452.08	0.00	15.75	15.75	952.15
1999 10 27 12	39052.80	0.00	448.06	0.00	17.28	17.28	1136.37
1999 10 28 12	38707.20	0.00	442.00	0.00	18.75	18.75	1215.06
1999 10 29 12	38707.20	0.00	433.49	0.00	19.15	19.15	1366.52
1999 10 30 12	38707.20	13.73	252.33	0.00	19.76	19.76	1806.58
1999 10 31 12	38707.20	7.86	427.05	0.00	16.14	16.14	1341.09
1999 11 01 12	38361.60	0.54	276.95	0.00	16.10	16.10	1263.43
1999 11 02 12	38361.60	0.04	393.28	0.00	14.66	14.66	928.46
1999 11 03 12	38361.60	0.00	391.24	0.00	7.76	7.76	480.96
1999 11 04 12	38016.00	0.00	342.20	0.00	11.75	11.75	890.27
1999 11 05 12	38016.00	0.00	346.98	0.00	18.02	18.02	1468.91
1999 11 06 12	38016.00	0.00	363.80	0.00	19.54	19.54	1386.56
1999 11 07 12	38016.00	0.00	360.64	0.00	18.45	18.45	1147.69
1999 11 08 12	37670.40	0.00	360.70	0.00	17.99	17.99	1151.63
1999 11 09 12	37670.40	0.00	363.58	0.00	17.23	17.23	1143.25
1999 11 10 12	37670.40	0.00	355.61	0.00	17.53	17.53	1321.66
1999 11 11 12	37604.93	0.00	350.90	0.00	20.29	20.29	1393.93
1999 11 12 12	37324.80	0.00	354.93	0.00	18.34	18.34	1178.57
1999 11 13 12	37324.80	0.00	354.25	0.00	17.57	17.57	1089.14
1999 11 14 12	37324.80	0.00	352.21	0.00	17.27	17.27	1020.22
1999 11 15 12	37324.80	0.00	346.35	0.00	18.13	18.13	1020.50
1999 11 16 12	36979.20	0.00	347.99	0.00	16.07	16.07	785.23
1999 11 17 12	36979.20	0.00	346.51	0.00	16.36	16.36	842.63
1999 11 18 12	36979.20	0.00	338.93	0.00	15.39	15.39	1101.55
1999 11 19 12	36979.20	0.17	260.18	0.00	19.92	19.92	1692.00
1999 11 20 12	36769.36	5.02	344.54	0.00	18.64	18.64	1492.25
1999 11 21 12	36633.60	0.00	318.17	0.00	15.15	15.15	1128.71
1999 11 22 12	36633.60	0.00	257.09	0.00	20.03	20.03	1809.55
1999 11 23 12	36633.60	7.48	186.43	0.00	19.95	19.95	1861.75
1999 11 24 12	36633.60	0.01	331.10	0.00	11.80	11.80	1060.75
1999 11 25 12	36423.77	3.37	250.67	0.00	9.97	9.97	886.19
1999 11 26 12	36288.00	0.00	336.53	0.00	7.76	7.76	623.11
1999 11 27 12	36288.00	0.00	329.85	0.00	10.56	10.56	761.27
1999 11 28 12	36288.00	0.00	323.01	0.00	13.91	13.91	1056.23
1999 11 29 12	36288.00	0.00	245.24	0.00	14.11	14.11	1027.73
1999 11 30 12	36288.00	0.00	330.43	0.00	7.99	7.99	552.88
1999 12 01 12	36222.54	0.00	348.31	0.00	7.51	7.51	499.15
1999 12 02 12	35942.40	0.08	258.87	0.00	14.05	14.05	1219.35
1999 12 03 12	35942.40	16.32	251.95	0.00	18.96	18.96	1724.39
1999 12 04 12	35942.40	13.66	211.78	0.00	20.46	20.46	1839.76
1999 12 05 12	35942.40	8.66	281.30	0.00	12.54	12.54	1166.44
1999 12 06 12	35942.40	0.03	351.67	0.00	5.51	5.51	564.61
1999 12 07 12	35942.40	0.00	340.71	0.00	6.57	6.57	602.03
1999 12 08 12	35942.40	0.00	228.67	0.00	11.36	11.36	1075.36
1999 12 09 12	35942.40	5.38	224.74	0.00	16.92	16.92	1529.45
1999 12 10 12	35876.93	0.07	336.99	0.00	9.89	9.89	924.84
1999 12 11 12	35732.56	3.45	183.02	0.00	9.68	9.68	987.18
1999 12 12 12	35596.80	25.82	154.14	0.00	16.40	16.40	1717.12
1999 12 13 12	35596.80	0.95	135.84	0.00	10.39	10.39	1115.25
1999 12 14 12	35596.80	0.02	339.20	0.00	8.71	8.71	810.34
1999 12 15 12	35596.80	0.00	347.43	0.00	7.69	7.69	615.39
1999 12 16 12	35596.80	0.00	345.90	0.00	5.66	5.66	431.38
1999 12 17 12	35596.80	0.00	315.59	0.00	6.83	6.83	610.04
1999 12 18 12	35596.80	14.37	213.96	0.00	10.41	10.41	980.01
1999 12 19 12	35596.80	0.00	334.25	0.00	8.85	8.85	816.90
1999 12 20 12	35596.80	2.14	115.25	0.00	9.16	9.16	980.47
1999 12 21 12	35596.80	0.06	202.87	0.00	5.28	5.28	601.56
1999 12 22 12	35596.80	0.13	342.26	0.00	2.14	2.14	388.51
1999 12 23 12	35596.80	0.00	338.94	0.00	4.86	4.86	441.62
1999 12 24 12	35596.80	0.00	334.82	0.00	6.29	6.29	590.86
1999 12 25 12	35596.80	0.00	340.39	0.00	4.44	4.44	543.73
1999 12 26 12	35596.80	0.00	331.10	0.00	6.93	6.93	592.98
1999 12 27 12	35596.80	0.00	338.38	0.00	9.26	9.26	708.55
1999 12 28 12	35596.80	0.00	341.93	0.00	6.10	6.10	584.71
1999 12 29 12	35596.80	0.00	340.43	0.00	7.54	7.54	667.42
1999 12 30 12	35618.49	0.00	328.43	0.00	11.33	11.33	925.25
1999 12 31 12	35876.93	0.00	339.90	0.00	13.43	13.43	1091.69
2000 01 01 12	35942.40	0.00	298.08	0.00	12.82	12.82	841.25
2000 01 02 12	35942.40	0.00	277.02	0.00	18.88	18.88	1718.61
2000 01 03 12	35942.40	0.73	260.40	0.00	20.37	20.37	1840.01
2000 01 04 12	35942.40	0.00	271.22	0.00	7.77	7.77	604.90
2000 01 05 12	35942.40	0.00	320.09	0.00	2.85	2.85	398.41
2000 01 06 12	35942.40	0.00	125.64	0.00	4.87	4.87	680.39
2000 01 07 12	35942.40	0.36	85.30	0.00	10.30	10.30	1000.25
2000 01 08 12	35942.40	21.38	135.04	0.00	8.12	8.12	975.90
2000 01 09 12	36078.16	0.44	309.28	0.00	13.08	13.08	1252.79
2000 01 10 12	36288.00	4.13	321.65	0.00	13.13	13.13	964.95
2000 01 11 12	36288.00	0.00	317.63	0.00	11.28	11.28	779.49
2000 01 12 12	36288.00	0.00	306.92	0.00	17.10	17.10	1463.93
2000 01 13 12	36288.00	0.00	258.15	0.00	17.52	17.52	1524.78
2000 01 14 12	36288.00	0.09	329.19	0.00	7.42	7.42	498.98
2000 01 15 12	36288.00	0.00	313.84	0.00	7.36	7.36	656.71
2000 01 16 12	36633.60	0.00	291.43	0.00	14.55	14.55	1285.82
2000 01 17 12	36633.60	0.00	287.73	0.00	17.55	17.55	1467.52
2000 01 18 12	36633.60	0.00	253.84	0.00	19.55	19.55	1597.68
2000 01 19 12	36633.60	0.00	318.35	0.00	20.72	20.72	1600.90
2000 01 20 12	36633.60	0.00	335.49	0.00	12.08	12.08	855.38
2000 01 21 12	36979.20	0.00	331.14	0.00	4.71	4.71	372.90
2000 01 22 12	36979.20	0.00	265.87	0.00	14.39	14.39	1097.05
2000 01 23 12	36979.20	0.00	318.22	0.00	16.43	16.43	1419.15
2000 01 24 12	36979.20	0.00	345.24	0.00	9.46	9.46	726.80
2000 01 25 12	37000.89	0.00	338.70	0.00	4.83	4.83	467.36
2000 01 26 12	37324.80	0.05	156.83	0.00	1.39	1.39	350.89
2000 01 27 12	37324.80	14.09	93.99	0.00	0.09	0.09	413.47
2000 01 28 12	37324.80	1.31	205.85	0.00	-1.58	-1.58	495.88
2000 01 29 12	37324.80	0.96	267.56	0.00	-0.05	-0.05	521.66
2000 01 30 12	37670.40	0.01	353.38	0.00	-0.38	-0.38	472.17
2000 01 31 12	37670.40	0.04	347.31	0.00	1.99	1.99	486.75
2000 02 01 12	37670.40	0.10	100.41	0.00	6.00	6.00	621.45
2000 02 02 12	37692.09	0.00	371.09	0.00	7.86	7.86	648.86
2000 02 03 12	38016.00	0.00	375.38	0.00	9.25	9.25	694.44
2000 02 04 12	38016.00	0.00	380.07	0.00	9.05	9.05	648.93
2000 02 05 12	38016.00	0.00	343.11	0.00	3.04	3.04	436.23
2000 02 06 12	38296.14	0.00	376.82	0.00	5.16	5.16	497.04
2000 02 07 12	38361.60	0.30	197.13	0.00	11.16	11.16	969.28
2000 02 08 12	38361.60	0.60	387.82	0.00	12.32	12.32	972.16
2000 02 09 12	38361.60	0.00	384.61	0.00	12.49	12.49	849.86
2000 02 10 12	38707.20	0.00	376.42	0.00	16.11	16.11	1280.05
2000 02 11 12	38707.20	0.00	378.68	0.00	18.59	18.59	1646.37
2000 02 12 12	38707.20	0.01	385.28	0.00	17.52	17.52	1444.19
2000 02 13 12	39052.80	2.47	336.47	0.00	18.88	18.88	1573.67
