  46.38
 258.00
  141870679
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1997 08 10 12	51148.80	0.00	476.87	0.00	19.81	19.81	1480.75
1997 08 11 12	51148.80	0.00	471.73	0.00	19.49	19.49	1494.24
1997 08 12 12	50803.20	0.00	467.22	0.00	17.50	17.50	1573.20
1997 08 13 12	50803.20	0.00	435.75	0.00	16.57	16.57	1618.06
1997 08 14 12	50457.60	0.00	465.84	0.00	17.30	17.30	1704.48
1997 08 15 12	50457.60	0.00	460.24	0.00	16.18	16.18	1629.81
1997 08 16 12	50112.00	0.00	457.42	0.00	17.69	17.69	1682.26
1997 08 17 12	50112.00	0.00	454.50	0.00	19.19	19.19	1704.08
1997 08 18 12	49766.40	0.00	456.20	0.00	15.80	15.80	1541.67
1997 08 19 12	49766.40	0.00	463.19	0.00	14.93	14.93	1460.03
1997 08 20 12	49420.80	7.76	202.16	0.00	15.96	15.96	1624.46
1997 08 21 12	49420.80	1.65	300.54	0.00	16.16	16.16	1599.47
1997 08 22 12	49075.20	0.07	427.94	0.00	17.92	17.92	1613.59
1997 08 23 12	48735.64	0.50	332.29	0.00	16.50	16.50	1573.75
1997 08 24 12	48729.60	8.27	200.08	0.00	15.29	15.29	1549.68
1997 08 25 12	48384.00	10.64	187.39	0.00	15.39	15.39	1607.37
1997 08 26 12	48384.00	20.64	176.34	0.00	15.67	15.67	1618.94
1997 08 27 12	48038.40	11.06	279.43	0.00	14.66	14.66	1451.62
1997 08 28 12	48038.40	3.82	272.03	0.00	14.98	14.98	1515.03
1997 08 29 12	47692.80	5.37	288.42	0.00	15.99	15.99	1563.81
1997 08 30 12	47692.80	0.00	318.09	0.00	15.12	15.12	1423.74
1997 08 31 12	47347.20	0.00	243.37	0.00	16.45	16.45	1557.17
1997 09 01 12	47001.60	0.00	272.36	0.00	16.67	16.67	1594.97
1997 09 02 12	47001.60	0.04	404.85	0.00	15.96	15.96	1514.19
1997 09 03 12	46656.00	0.58	397.48	0.00	15.70	15.70	1515.66
1997 09 04 12	46656.00	2.63	340.50	0.00	14.96	14.96	1478.03
1997 09 05 12	46310.40	1.25	340.14	0.00	14.78	14.78	1479.21
1997 09 06 12	46274.43	2.51	281.49	0.00	13.39	13.39	1296.96
1997 09 07 12	45964.80	1.76	373.59	0.00	15.76	15.76	1396.54
1997 09 08 12	45619.20	0.00	428.60	0.00	16.98	16.98	1458.38
1997 09 09 12	45619.20	0.02	365.07	0.00	19.51	19.51	1654.62
1997 09 10 12	45273.60	1.00	356.60	0.00	18.06	18.06	1737.10
1997 09 11 12	45273.60	0.50	326.64	0.00	15.73	15.73	1588.86
1997 09 12 12	44928.00	15.67	267.81	0.00	12.85	12.85	1304.56
1997 09 13 12	44582.40	0.12	250.28	0.00	13.44	13.44	1272.85
1997 09 14 12	44582.40	17.93	234.53	0.00	13.90	13.90	1420.19
1997 09 15 12	44236.80	66.50	196.00	0.00	12.56	12.56	1338.52
1997 09 16 12	44236.80	20.56	140.00	0.00	12.42	12.42	1362.43
1997 09 17 12	43891.20	83.93	171.41	0.00	12.96	12.96	1388.58
1997 09 18 12	43545.60	17.37	270.88	0.00	12.79	12.79	1292.45
1997 09 19 12	43545.60	0.03	382.64	0.00	13.95	13.95	1287.15
1997 09 20 12	43200.00	0.03	403.49	0.00	15.55	15.55	1336.75
1997 09 21 12	43200.00	0.02	398.67	0.00	16.72	16.72	1337.22
1997 09 22 12	42854.40	0.00	396.13	0.00	17.53	17.53	1497.68
1997 09 23 12	42854.40	0.00	391.66	0.00	15.92	15.92	1498.27
1997 09 24 12	42508.80	0.00	384.53	0.00	18.54	18.54	1656.02
1997 09 25 12	42163.20	0.48	271.95	0.00	16.11	16.11	1628.52
1997 09 26 12	42163.20	40.44	207.98	0.00	14.02	14.02	1444.35
1997 09 27 12	41817.60	13.96	226.39	0.00	13.50	13.50	1337.38
1997 09 28 12	41817.60	1.38	104.01	0.00	14.45	14.45	1505.06
1997 09 29 12	41472.00	7.05	339.12	0.00	14.46	14.46	1486.68
1997 09 30 12	41126.40	15.44	148.93	0.00	14.22	14.22	1483.31
1997 10 01 12	41126.40	26.26	175.68	0.00	14.85	14.85	1569.56
1997 10 02 12	40780.80	22.06	226.03	0.00	12.40	12.40	1274.91
1997 10 03 12	40780.80	28.15	199.42	0.00	11.75	11.75	1226.27
1997 10 04 12	40435.20	47.26	160.22	0.00	10.68	10.68	1165.13
1997 10 05 12	40125.57	1.91	275.36	0.00	11.35	11.35	1200.35
1997 10 06 12	40089.60	0.00	302.88	0.00	9.51	9.51	1040.05
1997 10 07 12	39744.00	16.02	261.59	0.00	9.04	9.04	1024.94
1997 10 08 12	39744.00	44.62	194.14	0.00	9.01	9.01	1048.01
1997 10 09 12	39398.40	41.38	184.91	0.00	9.06	9.06	1060.59
1997 10 10 12	39398.40	14.15	214.05	0.00	8.96	8.96	1036.99
1997 10 11 12	39052.80	9.54	222.03	0.00	8.88	8.88	1020.98
1997 10 12 12	38707.20	4.25	98.44	0.00	9.34	9.34	1081.32
1997 10 13 12	38707.20	2.93	316.06	0.00	11.40	11.40	1196.97
1997 10 14 12	38361.60	1.79	223.60	0.00	11.84	11.84	1167.43
1997 10 15 12	38361.60	0.02	235.70	0.00	14.29	14.29	1383.22
1997 10 16 12	38016.00	0.08	333.20	0.00	15.35	15.35	1387.13
1997 10 17 12	38016.00	1.30	231.02	0.00	13.08	13.08	1362.38
1997 10 18 12	37670.40	0.01	282.07	0.00	8.68	8.68	972.13
1997 10 19 12	37664.36	0.00	324.34	0.00	9.24	9.24	992.87
1997 10 20 12	37324.80	0.01	322.32	0.00	8.56	8.56	932.05
1997 10 21 12	36979.20	0.05	319.75	0.00	8.70	8.70	953.23
1997 10 22 12	36979.20	5.41	172.30	0.00	8.95	8.95	1060.97
1997 10 23 12	36633.60	3.71	251.83	0.00	9.02	9.02	1027.50
1997 10 24 12	36633.60	0.29	245.55	0.00	7.98	7.98	913.11
1997 10 25 12	36288.00	0.32	161.17	0.00	9.90	9.90	953.30
1997 10 26 12	36288.00	1.75	93.05	0.00	8.84	8.84	958.68
1997 10 27 12	35942.40	10.79	219.94	0.00	9.41	9.41	1074.09
1997 10 28 12	35942.40	6.98	126.05	0.00	9.11	9.11	1043.89
1997 10 29 12	35596.80	104.53	159.15	0.00	11.17	11.17	1237.22
1997 10 30 12	35596.80	49.92	102.83	0.00	12.19	12.19	1351.23
1997 10 31 12	35251.20	9.33	186.57	0.00	10.94	10.94	1185.39
1997 11 01 12	35251.20	1.57	277.91	0.00	10.18	10.18	1080.88
1997 11 02 12	34905.60	2.86	219.64	0.00	9.79	9.79	972.27
1997 11 03 12	34905.60	2.67	136.38	0.00	11.67	11.67	1240.79
1997 11 04 12	34560.00	5.28	196.04	0.00	11.23	11.23	1233.98
1997 11 05 12	34560.00	0.72	94.53	0.00	12.65	12.65	1338.55
1997 11 06 12	34214.40	11.99	100.86	0.00	12.21	12.21	1355.03
1997 11 07 12	34214.40	0.68	228.05	0.00	9.86	9.86	1118.56
1997 11 08 12	33868.80	0.01	241.58	0.00	8.93	8.93	987.11
1997 11 09 12	33868.80	0.23	265.28	0.00	9.21	9.21	908.98
1997 11 10 12	33523.20	0.23	265.11	0.00	9.11	9.11	835.04
1997 11 11 12	33523.20	0.00	191.03	0.00	7.52	7.52	795.60
1997 11 12 12	33356.15	0.18	189.68	0.00	8.48	8.48	890.90
1997 11 13 12	33177.60	0.00	246.73	0.00	7.85	7.85	811.93
1997 11 14 12	33177.60	0.29	237.22	0.00	9.17	9.17	878.11
1997 11 15 12	32832.00	0.00	247.61	0.00	7.75	7.75	777.74
1997 11 16 12	32832.00	1.92	65.15	0.00	7.63	7.63	866.43
1997 11 17 12	32522.37	36.01	122.35	0.00	8.37	8.37	1001.46
1997 11 18 12	32486.40	5.31	178.46	0.00	7.50	7.50	946.38
1997 11 19 12	32486.40	28.57	91.53	0.00	7.70	7.70	984.69
1997 11 20 12	32140.80	39.80	129.98	0.00	8.88	8.88	1041.75
1997 11 21 12	32140.80	20.30	232.10	0.00	8.10	8.10	994.13
1997 11 22 12	32134.77	27.91	63.16	0.00	6.56	6.56	887.89
1997 11 23 12	31795.20	9.82	84.85	0.00	9.29	9.29	1104.24
1997 11 24 12	31795.20	28.96	133.33	0.00	7.84	7.84	972.38
1997 11 25 12	31789.16	3.99	213.07	0.00	7.50	7.50	931.88
1997 11 26 12	31449.60	1.41	211.03	0.00	7.53	7.53	797.79
1997 11 27 12	31449.60	7.57	65.34	0.00	8.16	8.16	968.00
1997 11 28 12	31449.60	35.29	90.65	0.00	8.68	8.68	1038.53
1997 11 29 12	31104.00	21.93	112.89	0.00	8.60	8.60	1040.65
1997 11 30 12	31104.00	7.11	81.81	0.00	6.93	6.93	917.82
1997 12 01 12	31104.00	0.00	215.57	0.00	6.06	6.06	826.08
1997 12 02 12	31097.97	0.04	226.75	0.00	5.40	5.40	729.36
1997 12 03 12	30758.40	0.00	224.89	0.00	6.05	6.05	693.81
1997 12 04 12	30758.40	0.00	221.43	0.00	7.11	7.11	724.31
1997 12 05 12	30758.40	0.00	217.41	0.00	6.47	6.47	713.82
1997 12 06 12	30758.40	0.45	215.74	0.00	4.42	4.42	645.32
1997 12 07 12	30752.37	7.93	87.94	0.00	5.33	5.33	783.39
1997 12 08 12	30412.80	2.31	166.18	0.00	5.71	5.71	828.61
1997 12 09 12	30412.80	4.22	92.47	0.00	4.91	4.91	799.42
1997 12 10 12	30412.80	26.46	206.67	0.00	8.07	8.07	967.52
1997 12 11 12	30412.80	0.10	210.77	0.00	6.17	6.17	735.83
1997 12 12 12	30412.80	0.05	204.91	0.00	6.01	6.01	643.24
1997 12 13 12	30412.80	0.52	167.16	0.00	8.17	8.17	677.73
1997 12 14 12	30406.77	8.52	94.83	0.00	8.14	8.14	898.23
1997 12 15 12	30245.75	10.24	75.27	0.00	6.19	6.19	880.29
1997 12 16 12	30103.16	113.90	96.43	0.00	9.47	9.47	1142.69
1997 12 17 12	30067.20	24.20	118.87	0.00	6.68	6.68	867.72
1997 12 18 12	30067.20	3.28	114.14	0.00	4.42	4.42	738.60
1997 12 19 12	30067.20	2.91	64.10	0.00	4.60	4.60	765.50
1997 12 20 12	30067.20	14.04	135.03	0.00	6.68	6.68	895.60
1997 12 21 12	30067.20	3.17	183.56	0.00	4.21	4.21	735.02
1997 12 22 12	30067.20	0.18	90.39	0.00	3.25	3.25	680.25
1997 12 23 12	30067.20	19.82	68.77	0.00	4.78	4.78	792.79
1997 12 24 12	30067.20	3.70	196.13	0.00	4.23	4.23	742.85
1997 12 25 12	30103.16	0.00	208.46	0.00	2.02	2.02	626.66
1997 12 26 12	30245.75	0.01	164.19	0.00	1.94	1.94	618.91
1997 12 27 12	30245.75	12.53	128.69	0.00	5.88	5.88	827.46
1997 12 28 12	30412.80	41.42	54.85	0.00	8.75	8.75	1072.95
1997 12 29 12	30412.80	2.09	122.71	0.00	9.62	9.62	1126.85
1997 12 30 12	30412.80	0.43	206.93	0.00	6.97	6.97	897.71
1997 12 31 12	30412.80	1.14	95.52	0.00	6.19	6.19	839.26
1998 01 01 12	30412.80	48.93	77.16	0.00	8.54	8.54	1088.10
1998 01 02 12	30412.80	1.71	135.65	0.00	3.95	3.95	719.98
1998 01 03 12	30448.77	8.79	124.35	0.00	2.92	2.92	665.06
1998 01 04 12	30758.40	30.62	111.30	0.00	4.08	4.08	767.06
1998 01 05 12	30758.40	34.10	104.53	0.00	5.18	5.18	802.49
1998 01 06 12	30758.40	22.63	50.19	0.00	6.28	6.28	890.65
1998 01 07 12	30758.40	9.24	139.71	0.00	5.82	5.82	871.53
1998 01 08 12	30936.95	2.91	218.36	0.00	3.39	3.39	687.99
1998 01 09 12	31104.00	0.20	214.13	0.00	0.85	0.85	505.35
1998 01 10 12	31104.00	0.30	186.66	0.00	0.33	0.33	521.20
1998 01 11 12	31104.00	39.76	71.04	0.00	-0.86	-0.86	517.48
1998 01 12 12	31282.55	16.13	95.81	0.00	0.93	0.93	597.30
1998 01 13 12	31449.60	37.88	81.57	0.00	3.72	3.72	711.05
1998 01 14 12	31449.60	63.75	87.13	0.00	6.06	6.06	820.17
1998 01 15 12	31485.56	8.40	165.71	0.00	5.94	5.94	844.37
1998 01 16 12	31795.20	20.02	174.25	0.00	7.26	7.26	936.68
1998 01 17 12	31795.20	25.54	181.95	0.00	8.55	8.55	1017.47
1998 01 18 12	31831.16	15.01	115.34	0.00	9.26	9.26	1077.92
1998 01 19 12	32140.80	21.16	122.43	0.00	6.76	6.76	912.49
1998 01 20 12	32140.80	29.22	66.35	0.00	5.33	5.33	831.49
1998 01 21 12	32319.35	9.40	46.54	0.00	5.48	5.48	842.18
1998 01 22 12	32486.40	15.52	90.24	0.00	5.73	5.73	858.33
1998 01 23 12	32486.40	61.64	78.14	0.00	9.37	9.37	1121.53
1998 01 24 12	32832.00	28.43	123.41	0.00	8.08	8.08	1007.07
1998 01 25 12	32832.00	14.31	121.93	0.00	7.58	7.58	949.42
1998 01 26 12	32867.96	17.25	157.26	0.00	7.93	7.93	965.43
1998 01 27 12	33177.60	0.66	180.87	0.00	7.09	7.09	913.43
1998 01 28 12	33177.60	5.50	83.97	0.00	9.00	9.00	1042.03
1998 01 29 12	33523.20	11.46	163.88	0.00	9.68	9.68	1057.72
1998 01 30 12	33523.20	5.18	211.77	0.00	8.08	8.08	952.10
1998 01 31 12	33868.80	0.29	254.82	0.00	8.34	8.34	794.11
1998 02 01 12	33868.80	5.15	147.70	0.00	8.07	8.07	875.58
1998 02 02 12	34047.35	2.94	247.32	0.00	6.59	6.59	861.49
1998 02 03 12	34214.40	0.82	90.40	0.00	6.00	6.00	802.46
1998 02 04 12	34250.36	1.48	146.59	0.00	7.70	7.70	984.07
1998 02 05 12	34560.00	17.67	196.15	0.00	8.21	8.21	980.81
1998 02 06 12	34560.00	9.95	144.50	0.00	8.13	8.13	984.51
1998 02 07 12	34905.60	6.81	133.90	0.00	8.67	8.67	976.71
1998 02 08 12	34905.60	22.87	161.83	0.00	7.30	7.30	921.67
1998 02 09 12	35251.20	10.77	171.58	0.00	5.29	5.29	794.09
1998 02 10 12	35251.20	10.09	157.50	0.00	5.76	5.76	792.52
1998 02 11 12	35596.80	21.32	159.15	0.00	5.89	5.89	835.46
1998 02 12 12	35632.77	36.39	112.80	0.00	7.38	7.38	955.47
1998 02 13 12	35942.40	33.00	161.54	0.00	6.72	6.72	896.51
1998 02 14 12	36120.94	1.49	193.92	0.00	6.45	6.45	869.05
1998 02 15 12	36288.00	17.02	203.23	0.00	6.35	6.35	851.49
1998 02 16 12	36627.57	0.01	232.42	0.00	6.70	6.70	821.05
1998 02 17 12	36633.60	4.87	203.09	0.00	7.67	7.67	871.21
1998 02 18 12	36979.20	27.33	86.81	0.00	7.03	7.03	917.14
1998 02 19 12	36979.20	8.37	188.13	0.00	8.00	8.00	986.80
1998 02 20 12	37324.80	13.37	206.60	0.00	7.08	7.08	910.23
1998 02 21 12	37324.80	57.29	191.01	0.00	6.03	6.03	854.32
1998 02 22 12	37670.40	7.02	238.67	0.00	5.00	5.00	767.85
1998 02 23 12	37670.40	0.78	347.05	0.00	4.50	4.50	692.14
1998 02 24 12	38016.00	0.25	341.10	0.00	4.50	4.50	688.35
1998 02 25 12	38051.96	19.61	228.43	0.00	5.34	5.34	772.60
1998 02 26 12	38361.60	4.77	155.41	0.00	4.31	4.31	738.31
1998 02 27 12	38707.20	0.00	243.88	0.00	3.97	3.97	685.24
1998 02 28 12	38707.20	19.02	172.19	0.00	6.62	6.62	873.75
1998 03 01 12	39052.80	41.93	137.72	0.00	8.28	8.28	1031.61
1998 03 02 12	39052.80	7.95	162.05	0.00	5.10	5.10	782.56
1998 03 03 12	39398.40	17.88	184.71	0.00	3.94	3.94	713.99
1998 03 04 12	39398.40	4.13	239.93	0.00	4.03	4.03	692.26
1998 03 05 12	39744.00	0.04	375.03	0.00	4.49	4.49	672.91
1998 03 06 12	40089.60	0.08	356.52	0.00	4.53	4.53	655.64
1998 03 07 12	40089.60	0.60	351.62	0.00	4.87	4.87	616.25
1998 03 08 12	40435.20	27.36	225.90	0.00	6.06	6.06	796.93
1998 03 09 12	40435.20	50.11	162.69	0.00	7.04	7.04	938.21
1998 03 10 12	40780.80	5.84	155.62	0.00	7.79	7.79	984.83
1998 03 11 12	41126.40	2.36	213.20	0.00	9.62	9.62	1095.57
1998 03 12 12	41126.40	8.34	163.92	0.00	11.39	11.39	1227.20
1998 03 13 12	41472.00	4.05	223.26	0.00	11.07	11.07	1224.78
1998 03 14 12	41472.00	0.19	351.92	0.00	8.79	8.79	977.90
1998 03 15 12	41817.60	1.96	242.56	0.00	9.39	9.39	1066.90
1998 03 16 12	41817.60	0.89	274.72	0.00	7.31	7.31	888.46
1998 03 17 12	42163.20	2.16	426.68	0.00	5.69	5.69	749.91
1998 03 18 12	42508.80	0.00	244.95	0.00	7.61	7.61	844.66
1998 03 19 12	42508.80	0.00	241.26	0.00	9.13	9.13	854.02
1998 03 20 12	42854.40	7.14	160.33	0.00	10.16	10.16	953.62
1998 03 21 12	42854.40	16.74	149.43	0.00	9.46	9.46	1043.32
1998 03 22 12	43200.00	32.87	179.17	0.00	9.87	9.87	1160.12
1998 03 23 12	43545.60	34.43	209.30	0.00	8.56	8.56	1032.27
1998 03 24 12	43545.60	13.58	250.78	0.00	8.69	8.69	1014.09
1998 03 25 12	43891.20	3.69	427.67	0.00	8.14	8.14	968.41
1998 03 26 12	43891.20	15.48	301.28	0.00	6.20	6.20	850.34
1998 03 27 12	44236.80	7.45	278.79	0.00	4.53	4.53	730.41
1998 03 28 12	44582.40	0.56	371.40	0.00	4.36	4.36	672.97
1998 03 29 12	44582.40	1.61	463.11	0.00	5.22	5.22	647.00
1998 03 30 12	44928.00	2.97	231.14	0.00	6.20	6.20	809.95
1998 03 31 12	44928.00	9.01	317.34	0.00	6.75	6.75	879.07
1998 04 01 12	45273.60	0.00	462.65	0.00	5.72	5.72	731.13
1998 04 02 12	45273.60	0.00	378.76	0.00	6.28	6.28	727.65
1998 04 03 12	45619.20	1.18	257.79	0.00	7.06	7.06	842.65
1998 04 04 12	45964.80	4.30	270.23	0.00	7.13	7.13	856.14
1998 04 05 12	45964.80	1.45	367.10	0.00	7.24	7.24	829.74
1998 04 06 12	46310.40	0.37	195.52	0.00	6.14	6.14	780.68
1998 04 07 12	46310.40	10.05	279.80	0.00	5.97	5.97	808.42
1998 04 08 12	46656.00	1.07	351.75	0.00	5.44	5.44	699.62
1998 04 09 12	47001.60	1.98	229.09	0.00	7.10	7.10	794.40
1998 04 10 12	47001.60	4.49	277.10	0.00	8.05	8.05	934.37
1998 04 11 12	47347.20	16.54	361.42	0.00	6.89	6.89	865.81
1998 04 12 12	47347.20	10.25	291.99	0.00	5.77	5.77	774.95
1998 04 13 12	47692.80	1.66	340.76	0.00	6.62	6.62	781.74
1998 04 14 12	47692.80	7.07	330.63	0.00	7.03	7.03	819.41
1998 04 15 12	48038.40	1.53	492.03	0.00	7.57	7.57	840.40
1998 04 16 12	48348.04	1.92	421.33	0.00	7.67	7.67	832.76
1998 04 17 12	48384.00	0.44	382.86	0.00	8.43	8.43	837.70
1998 04 18 12	48729.60	3.80	141.63	0.00	9.08	9.08	985.12
1998 04 19 12	48729.60	0.38	482.21	0.00	7.70	7.70	826.06
1998 04 20 12	49075.20	0.08	460.36	0.00	9.20	9.20	871.60
1998 04 21 12	49075.20	0.22	446.68	0.00	10.93	10.93	1035.56
1998 04 22 12	49420.80	3.63	441.17	0.00	11.26	11.26	1117.85
1998 04 23 12	49420.80	9.83	235.72	0.00	10.09	10.09	1131.96
1998 04 24 12	49766.40	5.17	330.48	0.00	7.30	7.30	891.91
1998 04 25 12	49772.43	0.51	356.30	0.00	7.65	7.65	852.45
1998 04 26 12	50112.00	0.00	510.34	0.00	9.29	9.29	885.21
1998 04 27 12	50279.06	0.04	522.15	0.00	12.05	12.05	1066.59
1998 04 28 12	50457.60	0.00	492.59	0.00	13.23	13.23	1150.40
1998 04 29 12	50767.23	0.00	504.68	0.00	13.97	13.97	1200.33
1998 04 30 12	50803.20	0.00	483.20	0.00	18.09	18.09	1518.05
1998 05 01 12	51148.80	3.10	532.75	0.00	16.62	16.62	1514.52
1998 05 02 12	51148.80	11.80	363.07	0.00	13.21	13.21	1343.86
1998 05 03 12	51494.40	0.18	433.97	0.00	12.08	12.08	1252.17
1998 05 04 12	51494.40	0.12	505.53	0.00	11.38	11.38	1195.08
1998 05 05 12	51840.00	0.00	544.65	0.00	11.58	11.58	1215.38
1998 05 06 12	51840.00	0.10	553.86	0.00	11.47	11.47	1200.65
1998 05 07 12	52149.64	0.35	534.50	0.00	10.35	10.35	1104.98
1998 05 08 12	52185.60	1.53	389.08	0.00	9.53	9.53	1045.40
1998 05 09 12	52352.65	0.24	529.88	0.00	9.90	9.90	1000.52
1998 05 10 12	52531.20	0.51	472.01	0.00	11.13	11.13	1139.56
1998 05 11 12	52531.20	0.73	318.37	0.00	8.69	8.69	973.20
1998 05 12 12	52876.80	1.22	209.34	0.00	8.83	8.83	1034.94
1998 05 13 12	52876.80	12.50	313.36	0.00	10.32	10.32	1163.09
1998 05 14 12	53222.40	21.77	320.48	0.00	8.16	8.16	976.02
1998 05 15 12	53222.40	8.31	392.43	0.00	8.55	8.55	926.17
1998 05 16 12	53532.04	2.73	448.93	0.00	9.19	9.19	898.14
1998 05 17 12	53568.00	4.28	407.17	0.00	10.67	10.67	1108.66
1998 05 18 12	53568.00	2.58	412.90	0.00	10.04	10.04	1047.01
1998 05 19 12	53913.60	1.30	361.99	0.00	9.77	9.77	1026.50
1998 05 20 12	53913.60	1.53	282.23	0.00	11.47	11.47	1218.59
1998 05 21 12	54080.65	10.38	454.58	0.00	11.22	11.22	1198.56
1998 05 22 12	54259.20	1.79	419.92	0.00	9.75	9.75	1043.62
1998 05 23 12	54259.20	3.08	161.02	0.00	10.89	10.89	1184.02
1998 05 24 12	54568.84	14.14	304.29	0.00	11.17	11.17	1170.43
1998 05 25 12	54604.80	2.49	379.02	0.00	8.93	8.93	974.33
1998 05 26 12	54604.80	0.31	408.21	0.00	8.55	8.55	891.69
1998 05 27 12	54914.43	7.59	328.95	0.00	9.58	9.58	1022.39
1998 05 28 12	54950.40	0.04	549.99	0.00	11.08	11.08	1007.21
1998 05 29 12	54950.40	0.00	502.79	0.00	14.75	14.75	1295.54
1998 05 30 12	55117.45	1.56	521.02	0.00	11.97	11.97	1202.32
1998 05 31 12	55296.00	0.00	564.68	0.00	12.39	12.39	1234.46
1998 06 01 12	55296.00	0.16	519.54	0.00	12.82	12.82	1309.78
1998 06 02 12	55296.00	0.01	513.46	0.00	11.95	11.95	1223.99
1998 06 03 12	55463.06	0.11	507.71	0.00	12.89	12.89	1313.62
1998 06 04 12	55641.60	0.02	504.09	0.00	12.32	12.32	1263.86
1998 06 05 12	55641.60	0.16	513.27	0.00	12.19	12.19	1235.51
1998 06 06 12	55641.60	0.27	510.01	0.00	13.37	13.37	1352.60
1998 06 07 12	55641.60	0.58	508.25	0.00	13.81	13.81	1407.09
1998 06 08 12	55951.23	4.10	392.63	0.00	13.51	13.51	1413.67
1998 06 09 12	55987.20	0.29	453.39	0.00	13.72	13.72	1379.15
1998 06 10 12	55987.20	12.94	142.54	0.00	12.36	12.36	1350.94
1998 06 11 12	55987.20	1.06	341.60	0.00	13.10	13.10	1357.53
1998 06 12 12	55987.20	0.00	514.79	0.00	13.03	13.03	1311.77
1998 06 13 12	55987.20	0.64	514.17	0.00	13.18	13.18	1331.55
1998 06 14 12	55987.20	0.00	359.53	0.00	12.19	12.19	1256.24
1998 06 15 12	55993.23	3.48	385.51	0.00	12.82	12.82	1326.13
1998 06 16 12	56154.25	2.58	492.93	0.00	11.73	11.73	1166.72
1998 06 17 12	56296.84	0.14	485.53	0.00	12.06	12.06	1199.22
1998 06 18 12	56332.80	2.19	293.94	0.00	10.67	10.67	1137.95
1998 06 19 12	56332.80	0.59	419.31	0.00	11.81	11.81	1207.55
1998 06 20 12	56332.80	0.00	511.92	0.00	12.50	12.50	1252.85
1998 06 21 12	56332.80	0.32	508.31	0.00	14.60	14.60	1458.16
1998 06 22 12	56332.80	0.53	480.85	0.00	13.86	13.86	1403.31
1998 06 23 12	56332.80	3.62	324.36	0.00	12.37	12.37	1305.94
1998 06 24 12	56332.80	12.77	232.64	0.00	12.78	12.78	1365.70
1998 06 25 12	56332.80	5.08	239.84	0.00	11.38	11.38	1219.29
1998 06 26 12	56296.84	2.87	295.98	0.00	12.24	12.24	1246.75
1998 06 27 12	56154.25	0.01	469.09	0.00	12.60	12.60	1217.12
1998 06 28 12	55993.23	0.00	516.65	0.00	14.12	14.12	1370.73
1998 06 29 12	55987.20	0.00	517.75	0.00	14.55	14.55	1428.41
1998 06 30 12	55987.20	0.06	511.09	0.00	14.18	14.18	1406.36
1998 07 01 12	55987.20	0.99	478.72	0.00	13.53	13.53	1358.71
1998 07 02 12	55987.20	0.14	464.21	0.00	13.69	13.69	1392.25
1998 07 03 12	55987.20	3.39	335.47	0.00	13.77	13.77	1445.91
1998 07 04 12	55987.20	4.46	129.98	0.00	13.07	13.07	1406.55
1998 07 05 12	55647.64	1.10	319.59	0.00	13.86	13.86	1421.28
1998 07 06 12	55641.60	0.00	334.63	0.00	15.21	15.21	1506.29
1998 07 07 12	55641.60	1.09	387.98	0.00	15.21	15.21	1528.35
1998 07 08 12	55641.60	0.20	423.83	0.00	13.73	13.73	1393.78
1998 07 09 12	55641.60	0.03	289.36	0.00	13.96	13.96	1413.30
1998 07 10 12	55302.04	0.03	298.96	0.00	13.79	13.79	1389.08
1998 07 11 12	55296.00	0.88	352.16	0.00	13.95	13.95	1378.82
1998 07 12 12	55296.00	0.64	269.21	0.00	13.48	13.48	1366.90
1998 07 13 12	55296.00	3.92	265.17	0.00	13.94	13.94	1401.93
1998 07 14 12	54950.40	3.07	137.34	0.00	14.26	14.26	1479.62
1998 07 15 12	54950.40	2.77	167.52	0.00	15.90	15.90	1661.81
1998 07 16 12	54950.40	0.32	429.91	0.00	18.48	18.48	1760.78
1998 07 17 12	54610.84	0.00	477.94	0.00	17.74	17.74	1655.49
1998 07 18 12	54604.80	0.55	469.43	0.00	15.90	15.90	1555.35
1998 07 19 12	54604.80	0.23	326.22	0.00	14.71	14.71	1461.68
1998 07 20 12	54265.23	0.04	483.83	0.00	15.60	15.60	1490.32
1998 07 21 12	54259.20	0.03	476.53	0.00	16.91	16.91	1598.52
1998 07 22 12	54259.20	0.00	476.18	0.00	18.15	18.15	1722.89
1998 07 23 12	53913.60	0.06	476.17	0.00	16.33	16.33	1627.77
1998 07 24 12	53913.60	0.12	479.55	0.00	15.06	15.06	1477.25
1998 07 25 12	53877.64	0.05	476.66	0.00	16.23	16.23	1593.56
1998 07 26 12	53568.00	0.00	470.05	0.00	19.15	19.15	1901.64
1998 07 27 12	53568.00	0.02	457.32	0.00	21.76	21.76	2100.88
1998 07 28 12	53222.40	0.00	472.62	0.00	21.30	21.30	1883.85
1998 07 29 12	53222.40	0.11	473.80	0.00	18.73	18.73	1744.94
1998 07 30 12	53043.85	0.00	344.83	0.00	15.68	15.68	1569.07
1998 07 31 12	52876.80	0.70	396.67	0.00	15.67	15.67	1573.68
1998 08 01 12	52876.80	0.17	484.07	0.00	14.66	14.66	1419.78
1998 08 02 12	52531.20	0.00	484.31	0.00	15.06	15.06	1433.20
1998 08 03 12	52531.20	0.00	482.88	0.00	16.06	16.06	1509.09
1998 08 04 12	52185.60	0.04	477.37	0.00	15.69	15.69	1478.27
