  38.30
3375.00
 235588171
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1999 06 05 12	52511.08	3.27	370.10	0.00	2.51	2.51	471.07
1999 06 06 12	52531.20	7.39	426.29	0.00	7.00	7.00	571.04
1999 06 07 12	52531.20	0.00	544.80	0.00	10.05	10.05	452.78
1999 06 08 12	52531.20	0.00	546.61	0.00	10.32	10.32	410.44
1999 06 09 12	52531.20	0.00	545.98	0.00	9.33	9.33	403.64
1999 06 10 12	52531.20	0.00	474.86	0.00	10.14	10.14	405.96
1999 06 11 12	52531.20	0.00	540.52	0.00	10.21	10.21	422.42
1999 06 12 12	52531.20	0.00	548.51	0.00	12.51	12.51	389.35
1999 06 13 12	52584.87	0.00	550.14	0.00	13.71	13.71	357.85
1999 06 14 12	52856.68	0.00	472.69	0.00	15.81	15.81	390.05
1999 06 15 12	52876.80	0.00	460.02	0.00	16.80	16.80	508.85
1999 06 16 12	52876.80	0.05	517.30	0.00	16.15	16.15	534.04
1999 06 17 12	52876.80	0.11	461.33	0.00	15.60	15.60	509.82
1999 06 18 12	52876.80	0.10	528.94	0.00	15.39	15.39	552.93
1999 06 19 12	52876.80	0.00	542.58	0.00	16.80	16.80	453.92
1999 06 20 12	52876.80	0.00	544.59	0.00	16.98	16.98	399.44
1999 06 21 12	52876.80	0.17	535.14	0.00	17.66	17.66	484.34
1999 06 22 12	52876.80	0.00	534.65	0.00	16.05	16.05	468.07
1999 06 23 12	52876.80	0.00	539.54	0.00	16.13	16.13	480.86
1999 06 24 12	52876.80	0.00	539.83	0.00	17.30	17.30	499.47
1999 06 25 12	52876.80	0.00	538.33	0.00	17.19	17.19	538.22
1999 06 26 12	52876.80	0.00	539.16	0.00	16.68	16.68	505.33
1999 06 27 12	52876.80	0.00	541.68	0.00	16.80	16.80	454.76
1999 06 28 12	52856.68	0.00	541.17	0.00	17.17	17.17	438.57
1999 06 29 12	52734.46	0.00	542.67	0.00	17.31	17.31	449.69
1999 06 30 12	52584.87	0.00	539.99	0.00	17.63	17.63	441.46
1999 07 01 12	52531.20	0.00	504.50	0.00	19.05	19.05	532.03
1999 07 02 12	52531.20	0.00	501.89	0.00	19.97	19.97	552.97
1999 07 03 12	52531.20	0.00	501.38	0.00	18.50	18.50	647.49
1999 07 04 12	52531.20	0.00	504.04	0.00	17.24	17.24	536.89
1999 07 05 12	52531.20	0.00	503.42	0.00	17.34	17.34	459.51
1999 07 06 12	52531.20	0.24	433.61	0.00	19.69	19.69	527.67
1999 07 07 12	52531.20	12.62	463.18	0.00	19.78	19.78	748.16
1999 07 08 12	52239.27	11.71	357.78	0.00	16.99	16.99	955.30
1999 07 09 12	52185.60	1.18	426.27	0.00	16.58	16.58	932.64
1999 07 10 12	52185.60	0.29	458.09	0.00	17.52	17.52	728.16
1999 07 11 12	52185.60	0.19	441.56	0.00	18.50	18.50	698.00
1999 07 12 12	52185.60	0.02	479.71	0.00	17.68	17.68	623.76
1999 07 13 12	52165.48	1.80	464.75	0.00	18.09	18.09	783.55
1999 07 14 12	51840.00	3.28	379.24	0.00	16.31	16.31	813.25
1999 07 15 12	51840.00	11.09	431.49	0.00	15.33	15.33	795.76
1999 07 16 12	51840.00	1.19	443.12	0.00	15.72	15.72	683.56
1999 07 17 12	51840.00	0.01	490.45	0.00	15.36	15.36	692.80
1999 07 18 12	51697.66	0.00	489.87	0.00	15.65	15.65	591.26
1999 07 19 12	51494.40	0.17	456.33	0.00	16.00	16.00	654.10
1999 07 20 12	51494.40	0.19	495.50	0.00	15.88	15.88	682.04
1999 07 21 12	51494.40	0.03	494.30	0.00	16.49	16.49	612.36
1999 07 22 12	51352.06	0.18	496.17	0.00	16.89	16.89	593.27
1999 07 23 12	51148.80	0.00	497.09	0.00	17.90	17.90	586.08
1999 07 24 12	51148.80	0.00	495.14	0.00	18.47	18.47	595.48
1999 07 25 12	51148.80	0.00	491.32	0.00	17.20	17.20	626.30
1999 07 26 12	50803.20	3.00	449.25	0.00	17.25	17.25	701.15
1999 07 27 12	50803.20	3.77	438.34	0.00	18.35	18.35	726.35
1999 07 28 12	50803.20	2.83	461.14	0.00	18.09	18.09	757.79
1999 07 29 12	50511.27	1.18	429.08	0.00	16.91	16.91	794.37
1999 07 30 12	50457.60	6.03	369.59	0.00	15.51	15.51	829.45
1999 07 31 12	50457.60	0.27	450.54	0.00	14.50	14.50	722.50
1999 08 01 12	50315.26	0.00	465.46	0.00	16.12	16.12	622.13
1999 08 02 12	50112.00	0.53	441.30	0.00	18.38	18.38	619.45
1999 08 03 12	50112.00	2.48	350.03	0.00	17.05	17.05	647.39
1999 08 04 12	49969.66	6.06	433.26	0.00	16.19	16.19	647.88
1999 08 05 12	49766.40	1.16	389.53	0.00	15.92	15.92	617.92
1999 08 06 12	49766.40	0.32	429.57	0.00	14.93	14.93	643.96
1999 08 07 12	49474.47	0.01	469.31	0.00	14.68	14.68	635.24
1999 08 08 12	49420.80	0.00	466.25	0.00	15.85	15.85	562.89
1999 08 09 12	49420.80	0.00	468.44	0.00	15.96	15.96	522.54
1999 08 10 12	49075.20	1.68	370.36	0.00	15.67	15.67	613.20
1999 08 11 12	49075.20	13.28	407.35	0.00	13.57	13.57	691.99
1999 08 12 12	49075.20	0.08	466.72	0.00	12.70	12.70	507.23
1999 08 13 12	48729.60	0.00	470.88	0.00	14.57	14.57	466.29
1999 08 14 12	48729.60	0.00	456.26	0.00	15.48	15.48	452.90
1999 08 15 12	48587.26	0.05	451.59	0.00	14.94	14.94	616.09
1999 08 16 12	48384.00	0.47	430.08	0.00	15.39	15.39	599.35
1999 08 17 12	48384.00	0.44	440.34	0.00	16.61	16.61	640.02
1999 08 18 12	48038.40	0.52	416.47	0.00	17.35	17.35	698.73
1999 08 19 12	48038.40	3.24	415.69	0.00	17.38	17.38	662.72
1999 08 20 12	48018.28	19.35	345.14	0.00	16.51	16.51	763.52
1999 08 21 12	47692.80	6.34	389.87	0.00	16.00	16.00	817.13
1999 08 22 12	47692.80	0.16	433.21	0.00	16.31	16.31	726.15
1999 08 23 12	47347.20	0.31	438.05	0.00	17.82	17.82	681.41
1999 08 24 12	47347.20	1.18	403.26	0.00	18.34	18.34	679.18
1999 08 25 12	47055.27	4.24	423.98	0.00	17.65	17.65	696.87
1999 08 26 12	47001.60	0.77	420.34	0.00	16.27	16.27	674.07
1999 08 27 12	47001.60	6.52	355.45	0.00	17.65	17.65	724.41
1999 08 28 12	46656.00	2.37	421.13	0.00	17.07	17.07	764.19
1999 08 29 12	46656.00	0.29	430.35	0.00	17.65	17.65	805.83
1999 08 30 12	46310.40	7.46	281.12	0.00	15.47	15.47	887.05
1999 08 31 12	46310.40	0.00	426.04	0.00	13.82	13.82	808.16
1999 09 01 12	46310.40	0.05	473.96	0.00	13.29	13.29	665.67
1999 09 02 12	45964.80	0.01	427.24	0.00	12.45	12.45	636.79
1999 09 03 12	45964.80	0.02	465.03	0.00	10.89	10.89	476.04
1999 09 04 12	45619.20	0.00	486.72	0.00	9.61	9.61	377.77
1999 09 05 12	45619.20	0.00	481.07	0.00	11.50	11.50	379.35
1999 09 06 12	45273.60	0.00	478.24	0.00	14.49	14.49	431.63
1999 09 07 12	45273.60	0.00	477.84	0.00	14.88	14.88	398.97
1999 09 08 12	45253.48	0.00	475.75	0.00	14.63	14.63	363.02
1999 09 09 12	44928.00	0.00	428.19	0.00	16.26	16.26	416.62
1999 09 10 12	44928.00	0.17	441.65	0.00	14.55	14.55	519.27
1999 09 11 12	44582.40	6.40	404.73	0.00	13.87	13.87	602.60
1999 09 12 12	44582.40	0.75	463.60	0.00	12.94	12.94	537.92
1999 09 13 12	44236.80	0.36	454.70	0.00	13.83	13.83	494.20
1999 09 14 12	44236.80	10.13	377.97	0.00	12.94	12.94	575.29
1999 09 15 12	43891.20	0.91	421.44	0.00	11.05	11.05	628.99
1999 09 16 12	43891.20	0.29	422.48	0.00	11.79	11.79	582.99
1999 09 17 12	43891.20	0.36	430.65	0.00	12.35	12.35	536.32
1999 09 18 12	43545.60	0.35	424.52	0.00	12.65	12.65	498.84
1999 09 19 12	43545.60	4.11	407.00	0.00	11.04	11.04	541.87
1999 09 20 12	43200.00	1.27	427.02	0.00	10.73	10.73	582.20
1999 09 21 12	43200.00	0.00	443.39	0.00	12.09	12.09	548.73
1999 09 22 12	42854.40	0.03	388.89	0.00	12.02	12.02	455.65
1999 09 23 12	42854.40	0.20	377.20	0.00	11.06	11.06	677.40
1999 09 24 12	42508.80	1.90	433.95	0.00	11.93	11.93	689.09
1999 09 25 12	42508.80	0.00	441.25	0.00	12.80	12.80	547.22
1999 09 26 12	42508.80	0.00	443.87	0.00	11.41	11.41	394.92
1999 09 27 12	42163.20	0.00	450.63	0.00	6.78	6.78	253.13
1999 09 28 12	42163.20	0.00	451.82	0.00	2.78	2.78	176.80
1999 09 29 12	41817.60	0.00	449.72	0.00	4.76	4.76	190.64
1999 09 30 12	41817.60	0.00	441.82	0.00	9.80	9.80	229.84
1999 10 01 12	41472.00	0.00	452.40	0.00	11.43	11.43	277.93
1999 10 02 12	41472.00	0.00	445.13	0.00	10.01	10.01	244.59
1999 10 03 12	41268.74	0.00	457.24	0.00	9.61	9.61	229.15
1999 10 04 12	41126.40	0.00	446.11	0.00	10.06	10.06	234.75
1999 10 05 12	41126.40	0.00	435.73	0.00	11.33	11.33	315.56
1999 10 06 12	40780.80	2.05	384.86	0.00	9.71	9.71	304.48
1999 10 07 12	40780.80	7.93	410.94	0.00	4.90	4.90	407.35
1999 10 08 12	40435.20	0.29	431.17	0.00	6.38	6.38	392.88
1999 10 09 12	40435.20	0.00	429.23	0.00	10.78	10.78	365.30
1999 10 10 12	40089.60	0.00	431.15	0.00	12.02	12.02	313.35
1999 10 11 12	40089.60	0.00	427.78	0.00	11.87	11.87	301.51
1999 10 12 12	40089.60	0.00	418.68	0.00	11.89	11.89	306.08
1999 10 13 12	39744.00	0.00	426.30	0.00	11.93	11.93	258.26
1999 10 14 12	39744.00	0.00	421.47	0.00	11.49	11.49	234.55
1999 10 15 12	39398.40	0.00	415.80	0.00	8.79	8.79	219.64
1999 10 16 12	39398.40	0.00	424.42	0.00	0.84	0.84	171.14
1999 10 17 12	39344.73	0.00	419.61	0.00	-2.52	-2.52	140.27
1999 10 18 12	39052.80	0.00	408.78	0.00	0.92	0.92	184.58
1999 10 19 12	39052.80	0.00	412.24	0.00	2.08	2.08	213.67
1999 10 20 12	38707.20	0.00	412.77	0.00	4.76	4.76	164.25
1999 10 21 12	38707.20	0.00	407.12	0.00	6.74	6.74	177.46
1999 10 22 12	38381.72	0.00	407.39	0.00	6.99	6.99	181.20
1999 10 23 12	38361.60	0.00	396.70	0.00	7.55	7.55	198.00
1999 10 24 12	38361.60	0.00	385.10	0.00	7.38	7.38	207.95
1999 10 25 12	38016.00	0.00	398.66	0.00	6.99	6.99	165.76
1999 10 26 12	38016.00	0.00	384.72	0.00	7.76	7.76	165.41
1999 10 27 12	37812.74	0.00	384.34	0.00	6.35	6.35	249.06
1999 10 28 12	37670.40	0.00	306.53	0.00	6.47	6.47	308.15
1999 10 29 12	37670.40	0.00	380.49	0.00	2.14	2.14	257.38
1999 10 30 12	37324.80	0.00	377.54	0.00	0.11	0.11	175.00
1999 10 31 12	37324.80	0.00	379.63	0.00	4.80	4.80	176.29
1999 11 01 12	37324.80	0.00	351.95	0.00	5.42	5.42	194.46
1999 11 02 12	36979.20	0.00	357.26	0.00	3.55	3.55	240.16
1999 11 03 12	36979.20	0.00	350.52	0.00	4.67	4.67	203.99
1999 11 04 12	36925.53	0.00	347.66	0.00	6.02	6.02	192.46
1999 11 05 12	36633.60	0.00	346.84	0.00	6.07	6.07	194.18
1999 11 06 12	36633.60	0.00	343.89	0.00	5.88	5.88	193.73
1999 11 07 12	36430.34	0.00	310.28	0.00	7.76	7.76	219.74
1999 11 08 12	36288.00	0.00	327.43	0.00	6.73	6.73	306.05
1999 11 09 12	36288.00	3.08	329.59	0.00	2.61	2.61	341.38
1999 11 10 12	36084.74	0.03	330.08	0.00	3.99	3.99	299.69
1999 11 11 12	35942.40	0.00	332.03	0.00	4.85	4.85	194.86
1999 11 12 12	35942.40	0.00	330.88	0.00	5.90	5.90	187.05
1999 11 13 12	35888.73	0.00	330.17	0.00	6.70	6.70	194.71
1999 11 14 12	35596.80	0.00	330.26	0.00	7.20	7.20	168.94
1999 11 15 12	35596.80	0.00	315.45	0.00	6.64	6.64	201.76
1999 11 16 12	35596.80	0.00	309.82	0.00	6.94	6.94	292.86
1999 11 17 12	35251.20	0.16	226.15	0.00	5.08	5.08	283.16
1999 11 18 12	35251.20	0.03	313.93	0.00	-1.25	-1.25	234.26
1999 11 19 12	35251.20	0.00	307.86	0.00	-0.97	-0.97	160.27
1999 11 20 12	35047.94	0.00	222.79	0.00	1.62	1.62	218.86
1999 11 21 12	34905.60	1.68	182.99	0.00	-1.75	-1.75	287.35
1999 11 22 12	34905.60	0.65	287.80	0.00	-7.31	-7.31	198.67
1999 11 23 12	34905.60	0.16	236.27	0.00	-11.98	-11.98	149.04
1999 11 24 12	34702.34	0.00	310.56	0.00	-11.83	-11.83	138.34
1999 11 25 12	34560.00	0.26	282.64	0.00	-8.03	-8.03	194.39
1999 11 26 12	34560.00	1.84	289.07	0.00	-2.30	-2.30	290.51
1999 11 27 12	34560.00	0.00	249.76	0.00	0.75	0.75	268.58
1999 11 28 12	34560.00	0.00	288.88	0.00	0.50	0.50	248.78
1999 11 29 12	34234.52	0.00	284.33	0.00	1.36	1.36	227.83
1999 11 30 12	34214.40	0.00	281.64	0.00	3.18	3.18	227.85
1999 12 01 12	34214.40	0.02	140.67	0.00	0.72	0.72	216.78
1999 12 02 12	34214.40	1.65	248.38	0.00	-4.63	-4.63	224.22
1999 12 03 12	34214.40	0.57	231.69	0.00	-6.80	-6.80	219.13
1999 12 04 12	34160.73	0.64	297.77	0.00	-10.50	-10.50	179.67
1999 12 05 12	33868.80	0.48	290.69	0.00	-8.61	-8.61	145.09
1999 12 06 12	33868.80	3.45	290.93	0.00	-7.76	-7.76	156.09
1999 12 07 12	33868.80	0.00	264.99	0.00	-4.94	-4.94	248.02
1999 12 08 12	33868.80	1.21	293.32	0.00	-8.70	-8.70	226.18
1999 12 09 12	33868.80	1.05	253.56	0.00	-10.63	-10.63	152.79
1999 12 10 12	33868.80	3.80	235.02	0.00	-7.46	-7.46	219.03
1999 12 11 12	33868.80	0.36	292.55	0.00	-12.16	-12.16	182.59
1999 12 12 12	33815.13	2.38	282.08	0.00	-9.73	-9.73	208.32
1999 12 13 12	33665.54	0.01	168.68	0.00	-5.58	-5.58	250.28
1999 12 14 12	33543.32	0.11	293.05	0.00	-11.90	-11.90	149.68
1999 12 15 12	33523.20	0.10	287.13	0.00	-12.70	-12.70	99.90
1999 12 16 12	33523.20	0.01	273.81	0.00	-6.83	-6.83	228.22
1999 12 17 12	33523.20	0.00	287.80	0.00	-5.10	-5.10	261.20
1999 12 18 12	33523.20	0.00	277.11	0.00	-5.09	-5.09	235.53
1999 12 19 12	33523.20	0.00	283.42	0.00	-7.39	-7.39	221.35
1999 12 20 12	33523.20	0.00	273.57	0.00	-8.06	-8.06	225.06
1999 12 21 12	33523.20	1.93	154.48	0.00	-8.93	-8.93	224.10
1999 12 22 12	33523.20	0.41	283.21	0.00	-11.16	-11.16	191.17
1999 12 23 12	33523.20	0.20	285.79	0.00	-9.44	-9.44	185.12
1999 12 24 12	33523.20	0.40	289.25	0.00	-8.18	-8.18	186.58
1999 12 25 12	33523.20	0.20	284.58	0.00	-7.70	-7.70	188.07
1999 12 26 12	33523.20	0.28	283.96	0.00	-7.60	-7.60	202.69
1999 12 27 12	33523.20	0.00	289.21	0.00	-8.05	-8.05	211.50
1999 12 28 12	33543.32	0.00	281.97	0.00	-5.93	-5.93	194.86
1999 12 29 12	33815.13	0.00	290.24	0.00	-5.40	-5.40	175.71
1999 12 30 12	33868.80	0.00	287.34	0.00	-5.96	-5.96	160.82
1999 12 31 12	33868.80	0.00	259.98	0.00	-4.67	-4.67	158.60
2000 01 01 12	33868.80	0.84	190.07	0.00	-4.20	-4.20	274.25
2000 01 02 12	33868.80	0.00	148.97	0.00	-8.54	-8.54	232.82
2000 01 03 12	33868.80	5.94	251.96	0.00	-11.92	-11.92	170.13
2000 01 04 12	33868.80	4.34	246.68	0.00	-10.67	-10.67	167.21
2000 01 05 12	33868.80	0.00	253.63	0.00	-7.36	-7.36	237.02
2000 01 06 12	33888.92	0.01	281.85	0.00	-12.40	-12.40	161.35
2000 01 07 12	34214.40	1.27	186.20	0.00	-10.34	-10.34	132.72
2000 01 08 12	34214.40	0.40	270.77	0.00	-10.57	-10.57	189.84
2000 01 09 12	34214.40	0.00	274.39	0.00	-8.31	-8.31	215.14
2000 01 10 12	34214.40	0.00	241.95	0.00	-7.11	-7.11	224.58
2000 01 11 12	34214.40	0.00	269.02	0.00	-3.37	-3.37	233.46
2000 01 12 12	34356.74	0.00	265.16	0.00	-3.65	-3.65	265.04
2000 01 13 12	34560.00	0.00	279.12	0.00	-4.80	-4.80	254.32
2000 01 14 12	34560.00	0.00	250.74	0.00	-1.59	-1.59	262.41
2000 01 15 12	34560.00	0.00	231.37	0.00	0.35	0.35	289.53
2000 01 16 12	34560.00	0.04	235.85	0.00	1.47	1.47	325.82
2000 01 17 12	34905.60	0.18	103.87	0.00	0.58	0.58	420.50
2000 01 18 12	34905.60	13.84	182.94	0.00	1.55	1.55	512.63
2000 01 19 12	34905.60	0.01	280.85	0.00	1.67	1.67	429.81
2000 01 20 12	34905.60	0.00	242.75	0.00	1.79	1.79	413.61
2000 01 21 12	35251.20	14.18	204.98	0.00	1.07	1.07	413.51
2000 01 22 12	35251.20	11.29	282.55	0.00	-1.41	-1.41	339.77
2000 01 23 12	35251.20	1.81	266.15	0.00	-3.04	-3.04	238.70
2000 01 24 12	35393.54	0.78	208.42	0.00	0.24	0.24	327.86
2000 01 25 12	35596.80	5.56	160.34	0.00	1.72	1.72	462.02
2000 01 26 12	35596.80	2.80	186.79	0.00	-1.00	-1.00	422.49
2000 01 27 12	35596.80	4.07	293.48	0.00	-5.34	-5.34	267.78
2000 01 28 12	35942.40	0.00	310.76	0.00	-8.39	-8.39	176.06
2000 01 29 12	35942.40	0.00	318.14	0.00	-8.25	-8.25	149.20
2000 01 30 12	35942.40	3.18	316.78	0.00	-6.22	-6.22	146.83
2000 01 31 12	36288.00	2.50	151.23	0.00	-3.82	-3.82	274.86
2000 02 01 12	36288.00	1.89	293.86	0.00	-5.15	-5.15	217.88
2000 02 02 12	36288.00	1.85	307.07	0.00	-0.05	-0.05	241.43
2000 02 03 12	36633.60	0.00	314.22	0.00	3.37	3.37	242.14
2000 02 04 12	36633.60	0.00	285.13	0.00	1.48	1.48	175.37
2000 02 05 12	36633.60	0.00	287.67	0.00	0.62	0.62	206.00
2000 02 06 12	36979.20	0.00	314.63	0.00	0.84	0.84	226.78
2000 02 07 12	36979.20	0.00	330.57	0.00	0.61	0.61	222.00
2000 02 08 12	36979.20	0.00	283.16	0.00	1.82	1.82	203.99
2000 02 09 12	37324.80	2.15	210.24	0.00	2.44	2.44	287.89
2000 02 10 12	37324.80	0.10	243.90	0.00	1.16	1.16	397.89
2000 02 11 12	37616.73	5.98	312.75	0.00	-0.48	-0.48	357.55
2000 02 12 12	37670.40	2.00	259.52	0.00	-1.35	-1.35	336.38
2000 02 13 12	37670.40	0.08	196.83	0.00	-2.03	-2.03	307.37
2000 02 14 12	38016.00	0.88	313.77	0.00	-0.01	-0.01	422.44
2000 02 15 12	38016.00	0.16	325.53	0.00	0.31	0.31	364.16
2000 02 16 12	38036.12	0.17	237.45	0.00	0.52	0.52	299.81
2000 02 17 12	38361.60	12.32	150.87	0.00	-2.44	-2.44	360.90
2000 02 18 12	38361.60	3.27	327.93	0.00	-4.39	-4.39	327.51
2000 02 19 12	38707.20	4.48	308.90	0.00	-3.26	-3.26	285.47
2000 02 20 12	38707.20	2.26	271.32	0.00	1.15	1.15	287.60
2000 02 21 12	38849.54	1.16	240.80	0.00	1.60	1.60	392.69
2000 02 22 12	39052.80	11.36	306.37	0.00	-1.26	-1.26	356.88
2000 02 23 12	39052.80	8.19	253.90	0.00	-1.88	-1.88	320.90
2000 02 24 12	39398.40	2.23	220.34	0.00	-4.20	-4.20	329.91
2000 02 25 12	39398.40	15.05	311.61	0.00	-9.14	-9.14	206.77
2000 02 26 12	39744.00	3.24	278.08	0.00	-7.65	-7.65	221.54
2000 02 27 12	39744.00	0.18	315.33	0.00	-1.65	-1.65	305.18
2000 02 28 12	39744.00	8.09	325.19	0.00	-1.08	-1.08	320.72
2000 02 29 12	40089.60	9.93	306.89	0.00	-1.12	-1.12	336.37
2000 03 01 12	40089.60	11.77	291.39	0.00	-1.15	-1.15	352.02
2000 03 02 12	40435.20	4.17	400.33	0.00	-2.06	-2.06	366.40
2000 03 03 12	40435.20	1.55	411.67	0.00	-0.14	-0.14	349.92
2000 03 04 12	40780.80	0.29	407.34	0.00	2.61	2.61	353.36
2000 03 05 12	40780.80	5.64	324.49	0.00	2.30	2.30	355.22
2000 03 06 12	40780.80	6.88	350.46	0.00	-2.58	-2.58	337.47
2000 03 07 12	41126.40	0.02	400.01	0.00	-4.82	-4.82	250.54
2000 03 08 12	41126.40	0.40	319.81	0.00	-3.49	-3.49	274.25
2000 03 09 12	41472.00	6.26	257.28	0.00	-3.70	-3.70	308.58
2000 03 10 12	41472.00	5.74	382.62	0.00	-3.87	-3.87	278.06
2000 03 11 12	41817.60	0.19	420.35	0.00	-1.45	-1.45	236.73
2000 03 12 12	41817.60	0.66	427.76	0.00	0.76	0.76	323.37
2000 03 13 12	41817.60	0.00	426.23	0.00	1.48	1.48	267.90
2000 03 14 12	42163.20	0.00	417.28	0.00	2.35	2.35	260.58
2000 03 15 12	42163.20	0.00	367.80	0.00	2.52	2.52	325.71
2000 03 16 12	42508.80	0.08	438.84	0.00	-1.69	-1.69	178.02
2000 03 17 12	42508.80	0.49	387.88	0.00	-0.33	-0.33	219.00
2000 03 18 12	42854.40	0.00	448.84	0.00	-2.47	-2.47	194.38
2000 03 19 12	42854.40	0.00	364.88	0.00	1.21	1.21	199.14
2000 03 20 12	43200.00	1.59	342.59	0.00	-2.54	-2.54	250.81
2000 03 21 12	43200.00	2.79	406.12	0.00	-5.60	-5.60	221.94
2000 03 22 12	43200.00	0.08	456.64	0.00	-0.96	-0.96	251.00
2000 03 23 12	43545.60	0.35	441.81	0.00	2.18	2.18	285.15
2000 03 24 12	43545.60	0.00	455.16	0.00	2.86	2.86	282.85
2000 03 25 12	43891.20	0.00	403.04	0.00	4.68	4.68	301.68
2000 03 26 12	43891.20	0.00	462.05	0.00	4.90	4.90	274.41
2000 03 27 12	44236.80	0.02	429.16	0.00	6.12	6.12	260.24
2000 03 28 12	44236.80	1.82	307.08	0.00	4.72	4.72	365.20
2000 03 29 12	44582.40	0.30	454.07	0.00	1.55	1.55	302.83
2000 03 30 12	44582.40	0.07	380.22	0.00	-0.35	-0.35	251.48
2000 03 31 12	44582.40	0.67	452.74	0.00	-2.78	-2.78	210.35
2000 04 01 12	44928.00	0.06	480.37	0.00	-1.47	-1.47	179.77
2000 04 02 12	44928.00	0.00	469.87	0.00	0.87	0.87	217.71
2000 04 03 12	45273.60	0.00	474.31	0.00	4.14	4.14	319.07
2000 04 04 12	45273.60	0.00	483.71	0.00	7.55	7.55	297.63
2000 04 05 12	45619.20	0.00	476.06	0.00	8.83	8.83	253.04
2000 04 06 12	45619.20	0.00	486.73	0.00	8.20	8.20	229.27
2000 04 07 12	45619.20	0.00	487.00	0.00	6.81	6.81	236.71
2000 04 08 12	45964.80	0.00	480.12	0.00	6.66	6.66	253.92
2000 04 09 12	45964.80	0.00	490.09	0.00	8.35	8.35	233.60
2000 04 10 12	46310.40	0.00	403.78	0.00	4.67	4.67	248.62
2000 04 11 12	46310.40	0.00	489.14	0.00	4.75	4.75	287.79
2000 04 12 12	46656.00	0.00	491.96	0.00	7.73	7.73	238.91
2000 04 13 12	46656.00	0.00	487.60	0.00	8.73	8.73	230.83
2000 04 14 12	46656.00	1.21	408.83	0.00	7.01	7.01	301.66
2000 04 15 12	47001.60	13.96	376.98	0.00	1.76	1.76	331.72
2000 04 16 12	47001.60	0.04	436.36	0.00	5.00	5.00	289.57
2000 04 17 12	47347.20	0.00	409.08	0.00	6.70	6.70	246.50
2000 04 18 12	47347.20	1.88	339.68	0.00	3.74	3.74	294.85
2000 04 19 12	47550.46	0.06	431.94	0.00	1.06	1.06	294.50
2000 04 20 12	47692.80	0.30	479.69	0.00	5.62	5.62	338.54
2000 04 21 12	47692.80	0.00	408.46	0.00	9.69	9.69	316.33
2000 04 22 12	48038.40	4.38	422.86	0.00	7.42	7.42	342.75
2000 04 23 12	48038.40	1.52	491.90	0.00	7.22	7.22	396.08
2000 04 24 12	48363.88	0.00	509.35	0.00	6.04	6.04	308.86
2000 04 25 12	48384.00	0.00	507.62	0.00	7.18	7.18	213.12
2000 04 26 12	48384.00	0.00	505.36	0.00	10.91	10.91	275.46
2000 04 27 12	48729.60	0.00	506.36	0.00	13.55	13.55	298.30
2000 04 28 12	48729.60	0.00	495.95	0.00	12.74	12.74	276.94
2000 04 29 12	48783.27	1.30	442.02	0.00	7.41	7.41	331.20
2000 04 30 12	49075.20	0.01	519.59	0.00	2.87	2.87	212.71
2000 05 01 12	49075.20	0.00	549.58	0.00	7.98	7.98	215.88
2000 05 02 12	49420.80	0.00	539.33	0.00	12.63	12.63	251.12
2000 05 03 12	49420.80	0.00	541.04	0.00	13.42	13.42	297.46
2000 05 04 12	49420.80	0.00	544.53	0.00	13.77	13.77	330.96
2000 05 05 12	49766.40	0.00	530.43	0.00	13.41	13.41	326.17
2000 05 06 12	49766.40	0.00	531.69	0.00	12.20	12.20	384.67
2000 05 07 12	49766.40	0.43	315.93	0.00	11.31	11.31	408.05
2000 05 08 12	50112.00	31.23	391.14	0.00	7.63	7.63	523.89
2000 05 09 12	50112.00	1.05	518.84	0.00	7.97	7.97	444.96
2000 05 10 12	50112.00	0.45	539.46	0.00	11.68	11.68	463.06
2000 05 11 12	50457.60	0.71	403.80	0.00	4.01	4.01	288.58
2000 05 12 12	50457.60	0.10	554.10	0.00	-1.09	-1.09	162.46
2000 05 13 12	50457.60	0.00	527.20	0.00	4.05	4.05	152.06
2000 05 14 12	50803.20	0.00	506.80	0.00	8.49	8.49	189.70
2000 05 15 12	50803.20	0.00	473.85	0.00	11.68	11.68	247.62
2000 05 16 12	50803.20	0.01	499.46	0.00	8.87	8.87	282.55
2000 05 17 12	51006.46	10.42	355.42	0.00	3.24	3.24	340.50
2000 05 18 12	51148.80	5.22	436.06	0.00	4.41	4.41	428.09
2000 05 19 12	51148.80	0.51	526.95	0.00	7.85	7.85	484.72
2000 05 20 12	51148.80	0.01	548.18	0.00	10.08	10.08	418.24
2000 05 21 12	51494.40	0.00	537.82	0.00	11.44	11.44	337.32
2000 05 22 12	51494.40	0.00	543.73	0.00	14.55	14.55	421.28
2000 05 23 12	51494.40	0.00	536.56	0.00	16.82	16.82	451.16
2000 05 24 12	51494.40	2.63	507.64	0.00	17.12	17.12	534.51
2000 05 25 12	51840.00	2.69	507.04	0.00	14.86	14.86	479.33
2000 05 26 12	51840.00	0.66	506.24	0.00	12.53	12.53	521.57
2000 05 27 12	51840.00	0.00	543.35	0.00	13.34	13.34	493.41
2000 05 28 12	51840.00	0.00	540.47	0.00	17.42	17.42	507.89
2000 05 29 12	52043.26	0.00	537.98	0.00	18.97	18.97	498.52
