  33.72
1330.00
  22393821
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1997 02 03 12	37670.40	0.00	418.68	0.00	10.65	10.65	516.50
1997 02 04 12	37670.40	0.00	425.66	0.00	11.02	11.02	369.65
1997 02 05 12	37670.40	0.00	427.85	0.00	9.29	9.29	464.60
1997 02 06 12	38016.00	0.00	438.16	0.00	8.04	8.04	466.61
1997 02 07 12	38016.00	0.00	407.49	0.00	6.83	6.83	236.13
1997 02 08 12	38016.00	0.00	376.03	0.00	7.92	7.92	312.44
1997 02 09 12	38016.00	0.00	429.16	0.00	7.59	7.59	461.19
1997 02 10 12	38361.60	0.10	233.49	0.00	8.53	8.53	383.59
1997 02 11 12	38361.60	0.01	360.22	0.00	8.55	8.55	608.81
1997 02 12 12	38361.60	0.00	442.71	0.00	9.41	9.41	543.68
1997 02 13 12	38707.20	0.00	460.09	0.00	7.50	7.50	441.39
1997 02 14 12	38707.20	0.00	458.11	0.00	9.80	9.80	255.96
1997 02 15 12	38707.20	0.00	449.89	0.00	12.35	12.35	344.77
1997 02 16 12	39052.80	0.00	411.60	0.00	14.60	14.60	413.95
1997 02 17 12	39052.80	0.24	349.40	0.00	14.43	14.43	399.81
1997 02 18 12	39052.80	0.17	464.15	0.00	8.76	8.76	562.91
1997 02 19 12	39398.40	0.00	464.28	0.00	12.63	12.63	348.07
1997 02 20 12	39398.40	0.00	472.34	0.00	15.00	15.00	447.74
1997 02 21 12	39398.40	0.58	474.56	0.00	10.77	10.77	332.85
1997 02 22 12	39744.00	0.00	474.28	0.00	9.68	9.68	324.58
1997 02 23 12	39744.00	0.00	482.57	0.00	9.71	9.71	343.58
1997 02 24 12	39744.00	0.00	459.46	0.00	8.20	8.20	271.88
1997 02 25 12	40089.60	0.00	489.39	0.00	6.24	6.24	240.73
1997 02 26 12	40089.60	0.85	394.60	0.00	8.24	8.24	360.61
1997 02 27 12	40435.20	1.92	306.81	0.00	7.65	7.65	717.80
1997 02 28 12	40435.20	0.89	480.18	0.00	6.37	6.37	597.82
1997 03 01 12	40435.20	0.09	491.33	0.00	6.27	6.27	342.09
1997 03 02 12	40780.80	0.00	482.30	0.00	8.22	8.22	312.19
1997 03 03 12	40780.80	0.00	483.92	0.00	10.58	10.58	405.20
1997 03 04 12	40780.80	0.00	513.01	0.00	11.04	11.04	460.29
1997 03 05 12	41126.40	0.00	509.14	0.00	10.46	10.46	240.29
1997 03 06 12	41126.40	0.00	510.25	0.00	12.65	12.65	262.88
1997 03 07 12	41126.40	0.00	517.64	0.00	15.15	15.15	350.49
1997 03 08 12	41472.00	0.00	514.68	0.00	15.54	15.54	312.23
1997 03 09 12	41472.00	0.00	517.72	0.00	16.63	16.63	332.07
1997 03 10 12	41817.60	0.00	516.78	0.00	18.16	18.16	386.95
1997 03 11 12	41817.60	0.00	503.59	0.00	19.11	19.11	406.26
1997 03 12 12	41817.60	0.00	518.00	0.00	18.98	18.98	389.85
1997 03 13 12	42163.20	0.00	518.68	0.00	17.29	17.29	439.65
1997 03 14 12	42163.20	0.00	519.24	0.00	18.36	18.36	422.47
1997 03 15 12	42163.20	0.00	519.09	0.00	16.83	16.83	445.12
1997 03 16 12	42508.80	0.00	472.39	0.00	15.34	15.34	526.11
1997 03 17 12	42508.80	0.00	533.65	0.00	14.64	14.64	569.54
1997 03 18 12	42854.40	0.00	533.76	0.00	16.95	16.95	393.79
1997 03 19 12	42854.40	0.00	533.08	0.00	20.20	20.20	425.12
1997 03 20 12	42854.40	0.00	538.52	0.00	21.76	21.76	490.07
1997 03 21 12	43200.00	0.00	529.75	0.00	21.07	21.07	524.84
1997 03 22 12	43200.00	0.00	502.42	0.00	19.24	19.24	416.74
1997 03 23 12	43200.00	0.00	535.66	0.00	13.46	13.46	662.08
1997 03 24 12	43545.60	0.00	536.07	0.00	13.90	13.90	767.86
1997 03 25 12	43545.60	0.00	546.19	0.00	16.98	16.98	515.01
1997 03 26 12	43545.60	0.00	535.82	0.00	16.49	16.49	336.03
1997 03 27 12	43891.20	0.00	544.65	0.00	16.57	16.57	468.95
1997 03 28 12	43891.20	0.00	544.67	0.00	14.65	14.65	601.27
1997 03 29 12	44236.80	0.00	546.23	0.00	14.36	14.36	694.93
1997 03 30 12	44236.80	0.00	536.35	0.00	15.43	15.43	625.85
1997 03 31 12	44236.80	0.00	549.30	0.00	12.82	12.82	775.37
1997 04 01 12	44582.40	1.01	565.38	0.00	10.76	10.76	557.70
1997 04 02 12	44582.40	4.66	425.14	0.00	8.48	8.48	364.53
1997 04 03 12	44582.40	1.03	381.91	0.00	7.67	7.67	451.52
1997 04 04 12	44928.00	0.61	526.36	0.00	9.16	9.16	635.96
1997 04 05 12	44928.00	0.01	555.52	0.00	10.19	10.19	765.79
1997 04 06 12	45273.60	0.00	564.67	0.00	10.33	10.33	717.32
1997 04 07 12	45273.60	0.00	570.08	0.00	12.89	12.89	585.19
1997 04 08 12	45273.60	0.00	574.90	0.00	14.71	14.71	521.95
1997 04 09 12	45619.20	0.00	575.08	0.00	12.41	12.41	575.93
1997 04 10 12	45619.20	0.00	577.62	0.00	10.28	10.28	453.69
1997 04 11 12	45619.20	0.00	579.77	0.00	10.83	10.83	486.35
1997 04 12 12	45964.80	0.00	576.06	0.00	12.35	12.35	452.59
1997 04 13 12	45964.80	0.00	580.23	0.00	13.60	13.60	353.50
1997 04 14 12	45964.80	0.00	580.07	0.00	15.51	15.51	389.29
1997 04 15 12	46310.40	0.00	577.01	0.00	17.35	17.35	457.04
1997 04 16 12	46310.40	0.00	582.75	0.00	19.18	19.18	474.23
1997 04 17 12	46656.00	0.00	581.06	0.00	20.28	20.28	456.81
1997 04 18 12	46656.00	0.00	582.81	0.00	19.56	19.56	434.92
1997 04 19 12	46656.00	0.00	570.33	0.00	17.71	17.71	816.68
1997 04 20 12	47001.60	0.00	568.35	0.00	19.22	19.22	988.09
1997 04 21 12	47001.60	0.00	554.93	0.00	22.77	22.77	742.20
1997 04 22 12	47001.60	0.00	571.17	0.00	22.95	22.95	711.64
1997 04 23 12	47347.20	0.00	583.27	0.00	21.05	21.05	638.65
1997 04 24 12	47347.20	0.00	596.06	0.00	15.96	15.96	471.61
1997 04 25 12	47347.20	0.00	593.51	0.00	15.39	15.39	391.12
1997 04 26 12	47692.80	0.00	580.16	0.00	19.21	19.21	482.39
1997 04 27 12	47692.80	0.00	562.67	0.00	21.73	21.73	536.48
1997 04 28 12	47692.80	0.00	589.14	0.00	19.00	19.00	554.10
1997 04 29 12	48038.40	0.00	571.78	0.00	17.57	17.57	703.97
1997 04 30 12	48038.40	0.00	582.49	0.00	18.06	18.06	742.20
1997 05 01 12	48038.40	0.00	591.89	0.00	19.47	19.47	718.64
1997 05 02 12	48384.00	0.00	584.28	0.00	19.64	19.64	565.84
1997 05 03 12	48384.00	0.00	517.10	0.00	21.63	21.63	570.22
1997 05 04 12	48384.00	0.00	484.26	0.00	23.78	23.78	630.63
1997 05 05 12	48384.00	0.00	552.43	0.00	24.26	24.26	643.76
1997 05 06 12	48729.60	0.00	550.38	0.00	24.06	24.06	738.24
1997 05 07 12	48729.60	0.00	589.08	0.00	23.96	23.96	702.17
1997 05 08 12	48729.60	0.00	591.71	0.00	23.39	23.39	700.44
1997 05 09 12	49075.20	0.30	580.72	0.00	24.27	24.27	752.15
1997 05 10 12	49075.20	0.00	589.66	0.00	25.08	25.08	685.27
1997 05 11 12	49075.20	0.00	590.69	0.00	24.82	24.82	721.88
1997 05 12 12	49075.20	0.52	590.48	0.00	24.62	24.62	808.93
1997 05 13 12	49420.80	0.00	588.22	0.00	25.99	25.99	873.93
1997 05 14 12	49420.80	0.00	597.37	0.00	25.91	25.91	750.04
1997 05 15 12	49420.80	0.00	597.31	0.00	25.57	25.57	650.88
1997 05 16 12	49762.57	0.00	463.37	0.00	26.57	26.57	644.36
1997 05 17 12	49766.40	0.09	501.52	0.00	26.93	26.93	846.80
1997 05 18 12	49766.40	2.66	531.66	0.00	25.12	25.12	826.38
1997 05 19 12	49766.40	0.29	587.65	0.00	24.00	24.00	882.82
1997 05 20 12	49766.40	0.45	580.19	0.00	22.36	22.36	952.54
1997 05 21 12	50112.00	0.00	595.87	0.00	22.14	22.14	767.41
1997 05 22 12	50112.00	0.00	569.02	0.00	21.86	21.86	710.35
1997 05 23 12	50112.00	0.00	553.00	0.00	21.60	21.60	662.20
1997 05 24 12	50112.00	0.00	565.25	0.00	18.69	18.69	942.61
1997 05 25 12	50457.60	0.00	579.64	0.00	18.42	18.42	842.05
1997 05 26 12	50457.60	0.00	543.08	0.00	20.63	20.63	671.90
1997 05 27 12	50457.60	0.00	585.61	0.00	24.11	24.11	665.48
1997 05 28 12	50457.60	0.00	585.38	0.00	26.45	26.45	691.77
1997 05 29 12	50457.60	0.00	583.55	0.00	27.65	27.65	819.26
1997 05 30 12	50457.60	0.00	589.18	0.00	27.78	27.78	862.23
1997 05 31 12	50803.20	0.00	592.92	0.00	26.94	26.94	761.54
1997 06 01 12	50803.20	0.00	589.30	0.00	25.56	25.56	888.25
1997 06 02 12	50803.20	0.00	562.86	0.00	24.11	24.11	705.21
1997 06 03 12	50803.20	0.00	576.31	0.00	23.94	23.94	764.72
1997 06 04 12	50803.20	0.00	567.07	0.00	23.71	23.71	769.57
1997 06 05 12	50803.20	0.00	578.29	0.00	21.08	21.08	995.65
1997 06 06 12	50803.20	0.85	576.59	0.00	17.87	17.87	971.61
1997 06 07 12	51148.80	0.92	515.50	0.00	20.35	20.35	998.91
1997 06 08 12	51148.80	0.00	582.35	0.00	20.79	20.79	946.67
1997 06 09 12	51148.80	0.00	587.55	0.00	21.99	21.99	811.80
1997 06 10 12	51148.80	0.00	591.85	0.00	22.57	22.57	747.97
1997 06 11 12	51148.80	0.00	591.53	0.00	22.97	22.97	774.37
1997 06 12 12	51148.80	0.00	586.26	0.00	21.21	21.21	862.91
1997 06 13 12	51148.80	0.00	579.95	0.00	15.95	15.95	873.15
1997 06 14 12	51148.80	0.00	580.86	0.00	15.08	15.08	903.95
1997 06 15 12	51148.80	0.00	578.05	0.00	19.20	19.20	966.58
1997 06 16 12	51148.80	0.00	581.70	0.00	22.99	22.99	922.51
1997 06 17 12	51148.80	0.00	585.60	0.00	26.64	26.64	824.35
1997 06 18 12	51148.80	0.00	589.39	0.00	28.22	28.22	861.53
1997 06 19 12	51148.80	0.00	585.52	0.00	27.87	27.87	959.15
1997 06 20 12	51148.80	0.00	591.34	0.00	26.05	26.05	899.54
1997 06 21 12	51148.80	0.00	593.96	0.00	23.76	23.76	585.18
1997 06 22 12	51148.80	0.00	589.27	0.00	22.93	22.93	637.65
1997 06 23 12	51148.80	0.00	594.12	0.00	22.56	22.56	622.84
1997 06 24 12	51148.80	0.00	599.70	0.00	23.93	23.93	457.61
1997 06 25 12	51148.80	0.00	594.51	0.00	25.82	25.82	602.49
1997 06 26 12	51148.80	0.00	588.91	0.00	26.57	26.57	819.47
1997 06 27 12	51148.80	0.00	590.17	0.00	25.51	25.51	802.10
1997 06 28 12	51148.80	0.00	595.45	0.00	23.83	23.83	598.75
1997 06 29 12	51148.80	0.00	596.71	0.00	23.34	23.34	514.68
1997 06 30 12	51148.80	0.00	595.00	0.00	22.59	22.59	571.24
1997 07 01 12	51148.80	0.00	584.89	0.00	23.57	23.57	521.06
1997 07 02 12	51148.80	0.00	576.74	0.00	27.46	27.46	534.85
1997 07 03 12	51148.80	0.00	576.99	0.00	29.36	29.36	535.88
1997 07 04 12	51148.80	0.00	582.99	0.00	30.25	30.25	469.38
1997 07 05 12	51148.80	0.00	574.78	0.00	29.48	29.48	657.87
1997 07 06 12	51148.80	0.00	575.19	0.00	29.33	29.33	634.36
1997 07 07 12	50803.20	0.00	584.26	0.00	27.52	27.52	653.39
1997 07 08 12	50803.20	0.00	585.56	0.00	25.41	25.41	540.65
1997 07 09 12	50803.20	0.00	585.37	0.00	26.24	26.24	482.30
1997 07 10 12	50803.20	0.00	579.68	0.00	26.09	26.09	704.28
1997 07 11 12	50803.20	0.00	573.50	0.00	24.16	24.16	847.89
1997 07 12 12	50803.20	0.00	575.58	0.00	23.16	23.16	678.22
1997 07 13 12	50803.20	0.00	572.34	0.00	25.40	25.40	736.72
1997 07 14 12	50457.60	0.00	574.21	0.00	27.47	27.47	690.35
1997 07 15 12	50457.60	0.00	563.22	0.00	27.64	27.64	628.91
1997 07 16 12	50457.60	0.00	569.77	0.00	30.41	30.41	668.90
1997 07 17 12	50457.60	0.00	551.86	0.00	30.46	30.46	823.73
1997 07 18 12	50457.60	0.00	573.82	0.00	28.10	28.10	684.24
1997 07 19 12	50112.00	0.00	584.68	0.00	25.87	25.87	692.12
1997 07 20 12	50112.00	0.00	575.53	0.00	26.24	26.24	689.72
1997 07 21 12	50112.00	8.52	489.26	0.00	26.63	26.63	1054.12
1997 07 22 12	50112.00	2.39	471.91	0.00	24.35	24.35	1503.11
1997 07 23 12	50112.00	0.10	564.02	0.00	25.16	25.16	1293.11
1997 07 24 12	49766.40	0.00	571.25	0.00	25.58	25.58	945.57
1997 07 25 12	49766.40	0.00	572.15	0.00	26.40	26.40	626.28
1997 07 26 12	49766.40	0.00	581.28	0.00	25.86	25.86	642.31
1997 07 27 12	49766.40	0.00	570.51	0.00	25.47	25.47	705.44
1997 07 28 12	49420.80	0.00	570.20	0.00	25.94	25.94	893.28
1997 07 29 12	49420.80	0.00	511.17	0.00	24.82	24.82	897.06
1997 07 30 12	49420.80	0.00	573.61	0.00	25.29	25.29	804.98
1997 07 31 12	49420.80	0.00	572.19	0.00	26.60	26.60	656.55
1997 08 01 12	49075.20	0.00	568.43	0.00	27.91	27.91	637.45
1997 08 02 12	49075.20	0.00	556.06	0.00	30.00	30.00	836.64
1997 08 03 12	49075.20	1.47	522.33	0.00	31.28	31.28	1106.22
1997 08 04 12	48729.60	0.00	554.21	0.00	31.36	31.36	1022.73
1997 08 05 12	48729.60	0.00	551.64	0.00	32.24	32.24	1248.98
1997 08 06 12	48729.60	0.00	550.21	0.00	33.59	33.59	1190.13
1997 08 07 12	48729.60	0.00	549.05	0.00	33.08	33.08	1249.71
1997 08 08 12	48384.00	0.93	552.77	0.00	31.17	31.17	1151.90
1997 08 09 12	48384.00	0.07	552.14	0.00	29.15	29.15	1152.15
1997 08 10 12	48384.00	0.00	556.00	0.00	25.48	25.48	1080.99
1997 08 11 12	48038.40	0.00	570.98	0.00	24.10	24.10	795.45
1997 08 12 12	48038.40	0.00	546.39	0.00	25.33	25.33	901.94
1997 08 13 12	48038.40	0.00	557.37	0.00	26.77	26.77	937.32
1997 08 14 12	47692.80	0.00	559.45	0.00	27.52	27.52	923.08
1997 08 15 12	47692.80	0.00	561.37	0.00	27.36	27.36	1063.75
1997 08 16 12	47692.80	0.00	547.01	0.00	25.61	25.61	1071.84
1997 08 17 12	47347.20	0.00	556.12	0.00	25.09	25.09	1155.12
1997 08 18 12	47347.20	0.00	534.37	0.00	25.99	25.99	935.10
1997 08 19 12	47347.20	0.00	531.96	0.00	27.65	27.65	1048.53
1997 08 20 12	47001.60	0.00	548.54	0.00	26.21	26.21	1410.95
1997 08 21 12	47001.60	0.00	550.99	0.00	28.02	28.02	852.46
1997 08 22 12	47001.60	0.00	531.98	0.00	30.21	30.21	909.46
1997 08 23 12	46656.00	0.00	541.25	0.00	31.23	31.23	916.08
1997 08 24 12	46656.00	0.00	539.15	0.00	29.39	29.39	936.82
1997 08 25 12	46656.00	0.00	545.29	0.00	28.64	28.64	916.08
1997 08 26 12	46310.40	0.00	551.94	0.00	28.39	28.39	729.53
1997 08 27 12	46310.40	0.00	551.23	0.00	28.68	28.68	640.67
1997 08 28 12	46310.40	0.00	557.49	0.00	28.47	28.47	662.86
1997 08 29 12	45964.80	0.00	561.86	0.00	27.12	27.12	536.19
1997 08 30 12	45964.80	0.00	542.80	0.00	26.17	26.17	768.81
1997 08 31 12	45964.80	4.51	537.48	0.00	27.09	27.09	684.96
1997 09 01 12	45619.20	2.14	518.65	0.00	27.68	27.68	945.50
1997 09 02 12	45619.20	2.26	489.32	0.00	27.02	27.02	1247.75
1997 09 03 12	45615.37	1.87	489.29	0.00	27.26	27.26	1408.73
1997 09 04 12	45273.60	0.13	490.13	0.00	28.71	28.71	1632.96
1997 09 05 12	45273.60	0.39	516.18	0.00	28.54	28.54	1481.83
1997 09 06 12	44928.00	0.00	521.48	0.00	28.38	28.38	1203.50
1997 09 07 12	44928.00	0.00	520.11	0.00	28.10	28.10	1039.38
1997 09 08 12	44928.00	0.00	512.50	0.00	28.61	28.61	1135.11
1997 09 09 12	44582.40	0.09	505.16	0.00	29.21	29.21	1164.81
1997 09 10 12	44582.40	0.13	511.04	0.00	28.56	28.56	1249.45
1997 09 11 12	44582.40	0.00	524.15	0.00	27.23	27.23	1013.67
1997 09 12 12	44236.80	0.00	539.29	0.00	23.55	23.55	745.88
1997 09 13 12	44236.80	0.00	531.88	0.00	23.57	23.57	760.57
1997 09 14 12	43891.20	0.60	388.51	0.00	24.97	24.97	858.69
1997 09 15 12	43891.20	1.59	337.65	0.00	24.58	24.58	1569.12
1997 09 16 12	43891.20	0.01	278.65	0.00	25.10	25.10	1272.10
1997 09 17 12	43545.60	0.00	486.45	0.00	26.16	26.16	1149.78
1997 09 18 12	43545.60	0.00	500.93	0.00	25.24	25.24	1097.13
1997 09 19 12	43545.60	0.00	502.95	0.00	23.53	23.53	1169.39
1997 09 20 12	43200.00	0.00	508.78	0.00	21.77	21.77	942.29
1997 09 21 12	43200.00	0.00	511.96	0.00	22.37	22.37	847.13
1997 09 22 12	42854.40	0.00	509.82	0.00	24.38	24.38	703.92
1997 09 23 12	42854.40	0.15	483.54	0.00	25.16	25.16	706.68
1997 09 24 12	42854.40	1.27	411.20	0.00	25.73	25.73	1251.28
1997 09 25 12	42508.80	43.10	167.95	0.00	21.29	21.29	1611.69
1997 09 26 12	42508.80	7.27	437.30	0.00	18.44	18.44	1656.03
1997 09 27 12	42508.80	0.00	482.93	0.00	21.80	21.80	1631.45
1997 09 28 12	42163.20	0.00	487.41	0.00	25.10	25.10	1380.89
1997 09 29 12	42163.20	0.00	488.78	0.00	24.66	24.66	1326.66
1997 09 30 12	41817.60	0.00	489.04	0.00	24.18	24.18	1130.37
1997 10 01 12	41817.60	0.00	486.95	0.00	24.84	24.84	1196.12
1997 10 02 12	41817.60	0.00	481.56	0.00	23.00	23.00	1269.99
1997 10 03 12	41472.00	0.00	488.88	0.00	20.30	20.30	1268.00
1997 10 04 12	41472.00	0.00	480.73	0.00	22.09	22.09	1232.64
1997 10 05 12	41472.00	0.00	486.12	0.00	22.20	22.20	910.58
1997 10 06 12	41126.40	0.00	483.66	0.00	20.26	20.26	987.00
1997 10 07 12	41126.40	0.03	481.57	0.00	14.60	14.60	902.48
1997 10 08 12	40784.63	0.00	480.96	0.00	13.78	13.78	719.08
1997 10 09 12	40780.80	0.00	471.64	0.00	16.62	16.62	757.78
1997 10 10 12	40780.80	0.00	460.79	0.00	18.74	18.74	681.33
1997 10 11 12	40435.20	1.04	475.74	0.00	12.65	12.65	759.89
1997 10 12 12	40435.20	0.00	478.74	0.00	11.45	11.45	470.77
1997 10 13 12	40435.20	0.00	476.49	0.00	14.79	14.79	350.31
1997 10 14 12	40089.60	0.00	470.95	0.00	19.28	19.28	429.06
1997 10 15 12	40089.60	0.00	467.87	0.00	20.67	20.67	471.33
1997 10 16 12	40089.60	0.43	461.13	0.00	21.76	21.76	516.28
1997 10 17 12	39744.00	0.38	462.60	0.00	21.93	21.93	525.38
1997 10 18 12	39744.00	0.00	459.63	0.00	20.77	20.77	459.03
1997 10 19 12	39744.00	0.00	457.03	0.00	18.77	18.77	429.27
1997 10 20 12	39398.40	0.07	449.61	0.00	16.74	16.74	578.59
1997 10 21 12	39398.40	0.00	442.14	0.00	13.72	13.72	795.91
1997 10 22 12	39398.40	0.46	434.05	0.00	15.91	15.91	895.24
1997 10 23 12	39052.80	0.00	440.64	0.00	16.60	16.60	806.21
1997 10 24 12	39052.80	0.00	432.66	0.00	13.44	13.44	895.66
1997 10 25 12	39052.80	0.00	446.54	0.00	11.83	11.83	404.21
1997 10 26 12	38707.20	0.00	443.67	0.00	12.17	12.17	299.36
1997 10 27 12	38707.20	0.00	434.35	0.00	12.39	12.39	374.97
1997 10 28 12	38707.20	0.00	432.64	0.00	12.60	12.60	405.55
1997 10 29 12	38361.60	0.00	429.14	0.00	13.95	13.95	467.11
1997 10 30 12	38361.60	0.00	422.49	0.00	16.04	16.04	402.91
1997 10 31 12	38361.60	0.00	421.11	0.00	19.07	19.07	511.16
1997 11 01 12	38016.00	0.00	414.33	0.00	20.41	20.41	534.09
1997 11 02 12	38016.00	0.00	416.18	0.00	20.67	20.67	553.70
1997 11 03 12	38016.00	0.00	404.77	0.00	20.00	20.00	483.63
1997 11 04 12	37670.40	0.00	394.49	0.00	20.08	20.08	434.56
1997 11 05 12	37670.40	0.00	410.18	0.00	19.23	19.23	446.14
1997 11 06 12	37670.40	0.00	407.03	0.00	18.32	18.32	396.51
1997 11 07 12	37670.40	0.00	390.81	0.00	16.97	16.97	523.27
1997 11 08 12	37324.80	0.00	394.65	0.00	14.49	14.49	920.19
1997 11 09 12	37324.80	0.33	369.22	0.00	13.98	13.98	767.99
1997 11 10 12	37324.80	0.43	243.64	0.00	12.33	12.33	836.77
1997 11 11 12	36979.20	0.98	366.26	0.00	9.99	9.99	839.12
1997 11 12 12	36979.20	0.17	212.26	0.00	10.98	10.98	826.13
1997 11 13 12	36979.20	4.79	171.05	0.00	8.88	8.88	859.17
1997 11 14 12	36979.20	1.26	378.81	0.00	9.20	9.20	835.23
1997 11 15 12	36633.60	0.00	378.43	0.00	9.19	9.19	745.76
1997 11 16 12	36633.60	0.00	365.04	0.00	9.50	9.50	692.63
1997 11 17 12	36633.60	0.00	380.29	0.00	9.89	9.89	593.37
1997 11 18 12	36633.60	0.00	369.49	0.00	10.09	10.09	498.57
1997 11 19 12	36288.00	0.00	333.52	0.00	12.68	12.68	508.06
1997 11 20 12	36288.00	0.00	369.25	0.00	13.58	13.58	795.40
1997 11 21 12	36288.00	0.00	359.55	0.00	13.18	13.18	618.63
1997 11 22 12	36288.00	0.00	331.64	0.00	14.64	14.64	420.46
1997 11 23 12	36288.00	0.00	357.13	0.00	14.53	14.53	412.69
1997 11 24 12	35942.40	0.00	332.64	0.00	13.85	13.85	494.68
1997 11 25 12	35942.40	0.00	335.67	0.00	15.15	15.15	596.38
1997 11 26 12	35942.40	3.52	161.73	0.00	12.63	12.63	716.54
1997 11 27 12	35942.40	1.76	355.70	0.00	7.67	7.67	700.48
1997 11 28 12	35942.40	0.00	355.13	0.00	8.39	8.39	615.96
1997 11 29 12	35596.80	0.00	355.09	0.00	9.49	9.49	543.64
1997 11 30 12	35596.80	1.13	184.89	0.00	8.58	8.58	771.56
1997 12 01 12	35596.80	1.30	261.83	0.00	7.96	7.96	783.12
1997 12 02 12	35596.80	0.00	346.13	0.00	8.55	8.55	659.11
1997 12 03 12	35596.80	0.00	347.18	0.00	8.36	8.36	578.78
1997 12 04 12	35596.80	0.00	343.69	0.00	9.12	9.12	515.64
1997 12 05 12	35596.80	0.00	260.57	0.00	9.02	9.02	580.41
1997 12 06 12	35251.20	9.89	142.20	0.00	10.06	10.06	885.36
1997 12 07 12	35251.20	5.59	274.18	0.00	9.05	9.05	937.37
1997 12 08 12	35251.20	6.81	251.37	0.00	7.16	7.16	701.18
1997 12 09 12	35251.20	0.03	349.96	0.00	4.83	4.83	487.61
1997 12 10 12	35251.20	0.03	356.13	0.00	3.67	3.67	272.90
1997 12 11 12	35251.20	0.00	353.36	0.00	4.17	4.17	224.95
1997 12 12 12	35251.20	0.00	354.57	0.00	4.96	4.96	195.43
1997 12 13 12	35251.20	0.00	349.04	0.00	6.35	6.35	224.50
1997 12 14 12	35251.20	0.00	318.45	0.00	8.32	8.32	270.00
1997 12 15 12	35251.20	0.00	337.31	0.00	9.78	9.78	391.31
1997 12 16 12	35251.20	0.00	276.88	0.00	8.80	8.80	428.35
1997 12 17 12	35251.20	0.00	318.86	0.00	9.24	9.24	365.61
1997 12 18 12	35251.20	0.00	267.12	0.00	9.33	9.33	483.34
1997 12 19 12	35251.20	0.20	301.79	0.00	9.21	9.21	654.77
1997 12 20 12	35251.20	0.89	316.63	0.00	6.28	6.28	342.70
1997 12 21 12	35251.20	2.23	174.70	0.00	6.05	6.05	483.38
1997 12 22 12	35251.20	0.00	218.91	0.00	5.12	5.12	475.02
1997 12 23 12	35251.20	0.02	336.11	0.00	5.70	5.70	387.91
1997 12 24 12	35251.20	0.00	344.55	0.00	4.13	4.13	369.65
1997 12 25 12	35251.20	0.00	346.55	0.00	1.42	1.42	221.87
1997 12 26 12	35251.20	0.00	348.76	0.00	2.30	2.30	235.22
1997 12 27 12	35251.20	0.00	349.22	0.00	3.29	3.29	235.36
1997 12 28 12	35251.20	0.00	336.83	0.00	7.28	7.28	262.06
1997 12 29 12	35251.20	0.00	330.69	0.00	10.65	10.65	364.00
1997 12 30 12	35251.20	0.00	314.87	0.00	12.08	12.08	514.95
1997 12 31 12	35251.20	0.00	233.47	0.00	13.24	13.24	596.96
1998 01 01 12	35251.20	0.00	333.83	0.00	14.12	14.12	437.94
1998 01 02 12	35251.20	0.35	287.06	0.00	12.41	12.41	699.00
1998 01 03 12	35251.20	0.86	293.67	0.00	9.64	9.64	891.43
1998 01 04 12	35251.20	0.59	263.12	0.00	7.92	7.92	795.05
1998 01 05 12	35255.03	0.46	349.42	0.00	5.62	5.62	568.80
1998 01 06 12	35596.80	0.00	316.10	0.00	4.24	4.24	267.91
1998 01 07 12	35596.80	0.00	341.90	0.00	5.98	5.98	241.84
1998 01 08 12	35596.80	0.62	229.11	0.00	6.97	6.97	387.24
1998 01 09 12	35596.80	5.58	162.63	0.00	7.77	7.77	807.58
1998 01 10 12	35596.80	16.02	230.12	0.00	7.59	7.59	881.74
1998 01 11 12	35596.80	3.26	345.07	0.00	7.53	7.53	838.63
1998 01 12 12	35942.40	0.00	331.80	0.00	8.28	8.28	831.03
1998 01 13 12	35942.40	0.37	353.97	0.00	9.32	9.32	845.82
1998 01 14 12	35942.40	0.00	353.17	0.00	8.85	8.85	693.56
1998 01 15 12	35942.40	0.07	322.33	0.00	9.57	9.57	706.60
1998 01 16 12	35942.40	0.55	343.77	0.00	11.19	11.19	1043.90
1998 01 17 12	35942.40	0.00	345.27	0.00	12.08	12.08	966.88
1998 01 18 12	36288.00	0.03	352.36	0.00	12.57	12.57	891.68
1998 01 19 12	36288.00	0.29	309.21	0.00	10.58	10.58	789.37
1998 01 20 12	36288.00	0.00	261.00	0.00	7.03	7.03	699.03
1998 01 21 12	36288.00	0.00	372.16	0.00	6.67	6.67	564.70
1998 01 22 12	36633.60	0.00	367.12	0.00	7.00	7.00	383.91
1998 01 23 12	36633.60	3.27	364.66	0.00	9.38	9.38	425.75
1998 01 24 12	36633.60	0.05	376.68	0.00	9.75	9.75	437.05
1998 01 25 12	36633.60	0.00	381.55	0.00	11.59	11.59	430.21
1998 01 26 12	36637.43	0.00	384.64	0.00	12.66	12.66	375.14
1998 01 27 12	36979.20	0.00	389.88	0.00	12.04	12.04	332.23
1998 01 28 12	36979.20	0.00	385.65	0.00	10.77	10.77	444.07
1998 01 29 12	36979.20	1.35	178.01	0.00	9.57	9.57	739.62
1998 01 30 12	37324.80	0.03	375.56	0.00	7.62	7.62	677.24
1998 01 31 12	37324.80	1.58	339.07	0.00	8.45	8.45	570.88
1998 02 01 12	37324.80	0.25	324.70	0.00	8.34	8.34	708.91
