  41.87
 628.00
 255522555
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1997 01 07 12	32832.00	0.00	146.30	0.00	-6.62	-6.62	264.02
1997 01 08 12	32832.00	1.12	278.00	0.00	-8.55	-8.55	260.35
1997 01 09 12	32832.00	2.13	134.32	0.00	-7.91	-7.91	303.00
1997 01 10 12	32832.00	2.22	96.55	0.00	-4.70	-4.70	386.18
1997 01 11 12	33177.60	0.54	118.00	0.00	-10.83	-10.83	221.71
1997 01 12 12	33177.60	0.00	108.55	0.00	-12.28	-12.28	192.37
1997 01 13 12	33177.60	0.80	153.35	0.00	-11.23	-11.23	218.04
1997 01 14 12	33177.60	0.08	218.99	0.00	-10.37	-10.37	242.07
1997 01 15 12	33523.20	0.02	279.92	0.00	-7.82	-7.82	288.37
1997 01 16 12	33523.20	8.45	123.32	0.00	-3.70	-3.70	418.32
1997 01 17 12	33523.20	0.97	256.16	0.00	-16.62	-16.62	122.85
1997 01 18 12	33523.20	0.10	145.70	0.00	-18.13	-18.13	111.49
1997 01 19 12	33868.80	0.21	295.26	0.00	-17.09	-17.09	135.15
1997 01 20 12	33868.80	1.67	143.46	0.00	-8.58	-8.58	302.85
1997 01 21 12	33868.80	4.72	258.92	0.00	-6.87	-6.87	317.26
1997 01 22 12	34214.40	5.00	114.43	0.00	-1.38	-1.38	488.50
1997 01 23 12	34214.40	2.88	186.76	0.00	-0.96	-0.96	532.82
1997 01 24 12	34214.40	1.62	235.15	0.00	-9.09	-9.09	291.83
1997 01 25 12	34560.00	9.44	173.59	0.00	-0.56	-0.56	548.43
1997 01 26 12	34560.00	0.22	212.53	0.00	-8.23	-8.23	264.98
1997 01 27 12	34560.00	0.03	150.92	0.00	-7.36	-7.36	301.85
1997 01 28 12	34905.60	5.16	304.87	0.00	-4.41	-4.41	389.35
1997 01 29 12	34905.60	0.00	276.96	0.00	-12.75	-12.75	191.23
1997 01 30 12	34905.60	0.45	222.28	0.00	-9.88	-9.88	252.18
1997 01 31 12	35251.20	1.13	172.18	0.00	-4.20	-4.20	400.13
1997 02 01 12	35251.20	1.38	170.28	0.00	-0.87	-0.87	536.75
1997 02 02 12	35491.70	0.09	186.05	0.00	-2.54	-2.54	472.80
1997 02 03 12	35596.80	1.73	297.24	0.00	-0.24	-0.24	533.24
1997 02 04 12	35596.80	2.10	157.79	0.00	-3.09	-3.09	443.16
1997 02 05 12	35942.40	15.87	158.83	0.00	-0.26	-0.26	559.70
1997 02 06 12	35942.40	0.10	331.40	0.00	-3.67	-3.67	419.91
1997 02 07 12	36288.00	0.15	326.41	0.00	-6.86	-6.86	335.33
1997 02 08 12	36288.00	0.00	200.39	0.00	-5.62	-5.62	358.72
1997 02 09 12	36288.00	0.00	338.88	0.00	-7.71	-7.71	292.66
1997 02 10 12	36633.60	0.13	325.03	0.00	-8.05	-8.05	296.76
1997 02 11 12	36633.60	1.24	164.65	0.00	-7.62	-7.62	307.55
1997 02 12 12	36979.20	1.12	144.90	0.00	-4.19	-4.19	398.60
1997 02 13 12	36979.20	0.48	347.28	0.00	-8.86	-8.86	257.27
1997 02 14 12	37324.80	5.30	133.06	0.00	-4.70	-4.70	387.18
1997 02 15 12	37324.80	0.96	191.83	0.00	-3.49	-3.49	439.34
1997 02 16 12	37324.80	3.78	202.43	0.00	-6.91	-6.91	303.70
1997 02 17 12	37670.40	0.11	279.81	0.00	-8.42	-8.42	285.72
1997 02 18 12	37670.40	0.67	325.87	0.00	-1.37	-1.37	397.76
1997 02 19 12	38016.00	3.55	244.46	0.00	4.38	4.38	627.27
1997 02 20 12	38016.00	0.00	363.02	0.00	0.84	0.84	525.36
1997 02 21 12	38361.60	0.40	262.14	0.00	8.27	8.27	886.65
1997 02 22 12	38361.60	0.12	219.35	0.00	6.62	6.62	880.26
1997 02 23 12	38707.20	0.09	210.82	0.00	-4.18	-4.18	323.58
1997 02 24 12	38707.20	0.40	334.85	0.00	-4.59	-4.59	327.35
1997 02 25 12	39052.80	0.12	354.89	0.00	-8.98	-8.98	236.56
1997 02 26 12	39052.80	0.00	306.17	0.00	-0.61	-0.61	398.82
1997 02 27 12	39398.40	33.35	237.13	0.00	8.14	8.14	959.60
1997 02 28 12	39398.40	0.00	379.63	0.00	2.04	2.04	544.12
1997 03 01 12	39744.00	0.42	202.17	0.00	4.56	4.56	760.80
1997 03 02 12	39744.00	9.33	279.46	0.00	8.86	8.86	1062.50
1997 03 03 12	40089.60	0.30	239.71	0.00	-0.93	-0.93	421.15
1997 03 04 12	40089.60	4.47	340.07	0.00	0.26	0.26	529.57
1997 03 05 12	40330.10	6.07	252.38	0.00	2.52	2.52	631.87
1997 03 06 12	40435.20	12.81	173.98	0.00	-0.72	-0.72	538.33
1997 03 07 12	40506.34	0.79	413.14	0.00	-5.78	-5.78	317.34
1997 03 08 12	40780.80	1.40	133.08	0.00	-2.42	-2.42	435.24
1997 03 09 12	40851.94	0.31	427.48	0.00	-5.02	-5.02	352.64
1997 03 10 12	41126.40	6.59	421.32	0.00	-0.20	-0.20	499.91
1997 03 11 12	41126.40	0.85	173.10	0.00	0.19	0.19	493.71
1997 03 12 12	41472.00	0.00	419.42	0.00	-4.44	-4.44	334.16
1997 03 13 12	41472.00	0.00	344.59	0.00	-5.85	-5.85	267.98
1997 03 14 12	41817.60	19.76	145.26	0.00	-1.85	-1.85	471.08
1997 03 15 12	41817.60	0.62	317.03	0.00	-4.87	-4.87	354.26
1997 03 16 12	42163.20	0.88	353.87	0.00	-8.50	-8.50	233.43
1997 03 17 12	42163.20	0.00	291.05	0.00	-4.37	-4.37	335.71
1997 03 18 12	42508.80	0.00	394.47	0.00	-0.56	-0.56	454.88
1997 03 19 12	42508.80	0.00	452.02	0.00	-1.71	-1.71	383.68
1997 03 20 12	42854.40	0.01	200.25	0.00	-1.08	-1.08	463.36
1997 03 21 12	42854.40	0.08	214.83	0.00	0.28	0.28	538.47
1997 03 22 12	43200.00	11.04	183.79	0.00	1.75	1.75	645.51
1997 03 23 12	43545.60	0.04	391.54	0.00	-5.84	-5.84	270.73
1997 03 24 12	43545.60	0.00	491.87	0.00	-5.85	-5.85	259.14
1997 03 25 12	43891.20	4.72	179.78	0.00	0.02	0.02	463.35
1997 03 26 12	43891.20	19.46	274.87	0.00	2.12	2.12	639.73
1997 03 27 12	44236.80	0.00	471.40	0.00	4.15	4.15	648.74
1997 03 28 12	44236.80	1.74	436.55	0.00	9.74	9.74	771.70
1997 03 29 12	44582.40	4.98	304.55	0.00	10.66	10.66	989.50
1997 03 30 12	44582.40	1.11	283.36	0.00	7.72	7.72	937.79
1997 03 31 12	44928.00	7.43	197.03	0.00	-0.39	-0.39	562.96
1997 04 01 12	44928.00	0.98	483.68	0.00	-2.64	-2.64	334.88
1997 04 02 12	45273.60	0.00	472.47	0.00	1.96	1.96	401.45
1997 04 03 12	45273.60	0.03	359.06	0.00	6.15	6.15	533.81
1997 04 04 12	45548.06	0.00	449.86	0.00	8.56	8.56	766.40
1997 04 05 12	45619.20	2.82	193.96	0.00	11.30	11.30	868.76
1997 04 06 12	45893.66	0.38	419.15	0.00	13.77	13.77	1056.66
1997 04 07 12	45964.80	0.22	349.99	0.00	6.44	6.44	758.92
1997 04 08 12	46069.90	0.11	373.89	0.00	-0.82	-0.82	336.58
1997 04 09 12	46310.40	0.20	462.86	0.00	-5.40	-5.40	248.50
1997 04 10 12	46310.40	0.00	502.09	0.00	-4.70	-4.70	268.95
1997 04 11 12	46656.00	0.49	146.23	0.00	-2.09	-2.09	322.36
1997 04 12 12	46656.00	16.38	142.64	0.00	2.56	2.56	599.29
1997 04 13 12	47001.60	2.57	261.62	0.00	5.44	5.44	820.29
1997 04 14 12	47001.60	1.84	459.81	0.00	0.75	0.75	485.68
1997 04 15 12	47347.20	0.04	433.23	0.00	3.50	3.50	452.98
1997 04 16 12	47347.20	0.04	388.10	0.00	6.77	6.77	570.64
1997 04 17 12	47692.80	10.52	221.51	0.00	4.33	4.33	727.22
1997 04 18 12	47692.80	0.31	253.50	0.00	-0.13	-0.13	498.59
1997 04 19 12	48038.40	0.19	236.05	0.00	0.09	0.09	455.08
1997 04 20 12	48038.40	0.00	391.71	0.00	2.17	2.17	560.51
1997 04 21 12	48384.00	0.02	267.72	0.00	4.87	4.87	586.75
1997 04 22 12	48384.00	2.06	216.88	0.00	7.03	7.03	738.80
1997 04 23 12	48729.60	3.65	275.77	0.00	7.72	7.72	754.64
1997 04 24 12	48729.60	0.08	291.64	0.00	7.95	7.95	700.68
1997 04 25 12	49075.20	0.13	268.29	0.00	6.92	6.92	665.63
1997 04 26 12	49075.20	0.01	501.15	0.00	7.13	7.13	658.30
1997 04 27 12	49075.20	0.12	336.44	0.00	8.31	8.31	647.62
1997 04 28 12	49420.80	9.85	230.10	0.00	7.18	7.18	910.78
1997 04 29 12	49420.80	0.26	506.94	0.00	6.81	6.81	736.17
1997 04 30 12	49766.40	0.03	495.45	0.00	11.07	11.07	839.68
1997 05 01 12	49766.40	0.72	334.94	0.00	12.36	12.36	1123.86
1997 05 02 12	50112.00	0.36	445.37	0.00	5.71	5.71	641.51
1997 05 03 12	50112.00	11.92	266.11	0.00	10.49	10.49	1051.41
1997 05 04 12	50112.00	1.00	402.37	0.00	5.88	5.88	716.85
1997 05 05 12	50457.60	0.00	492.16	0.00	5.83	5.83	569.10
1997 05 06 12	50457.60	6.10	330.58	0.00	7.60	7.60	861.27
1997 05 07 12	50803.20	0.22	371.72	0.00	1.66	1.66	491.42
1997 05 08 12	50803.20	1.50	326.41	0.00	5.20	5.20	531.21
1997 05 09 12	50908.30	1.50	309.31	0.00	8.79	8.79	943.79
1997 05 10 12	51148.80	3.32	240.64	0.00	5.27	5.27	782.60
1997 05 11 12	51148.80	0.16	493.58	0.00	6.21	6.21	700.86
1997 05 12 12	51494.40	1.79	258.59	0.00	9.75	9.75	951.15
1997 05 13 12	51494.40	1.97	441.09	0.00	8.71	8.71	822.59
1997 05 14 12	51494.40	0.96	282.99	0.00	7.56	7.56	738.62
1997 05 15 12	51840.00	4.65	340.01	0.00	8.25	8.25	870.28
1997 05 16 12	51840.00	1.19	324.93	0.00	4.74	4.74	703.77
1997 05 17 12	51840.00	1.78	244.65	0.00	6.13	6.13	798.10
1997 05 18 12	52185.60	0.00	462.96	0.00	8.02	8.02	893.60
1997 05 19 12	52185.60	22.38	359.83	0.00	17.22	17.22	1625.66
1997 05 20 12	52185.60	0.90	478.21	0.00	10.36	10.36	1080.33
1997 05 21 12	52531.20	0.25	287.89	0.00	5.59	5.59	717.74
1997 05 22 12	52531.20	0.30	416.30	0.00	5.39	5.39	684.93
1997 05 23 12	52531.20	0.00	449.50	0.00	5.96	5.96	721.96
1997 05 24 12	52876.80	0.00	334.88	0.00	11.38	11.38	921.76
1997 05 25 12	52876.80	3.91	142.72	0.00	11.86	11.86	1178.61
1997 05 26 12	52876.80	0.01	490.84	0.00	8.84	8.84	951.24
1997 05 27 12	52876.80	0.00	500.39	0.00	7.18	7.18	727.55
1997 05 28 12	53222.40	0.00	492.85	0.00	9.80	9.80	833.59
1997 05 29 12	53222.40	0.21	277.77	0.00	10.66	10.66	913.24
1997 05 30 12	53222.40	3.19	327.93	0.00	12.88	12.88	1271.19
1997 05 31 12	53222.40	6.42	287.53	0.00	14.55	14.55	1415.40
1997 06 01 12	53568.00	16.87	196.73	0.00	15.82	15.82	1656.01
1997 06 02 12	53568.00	19.16	136.28	0.00	14.69	14.69	1587.26
1997 06 03 12	53568.00	2.33	356.15	0.00	11.13	11.13	1108.92
1997 06 04 12	53568.00	0.00	481.45	0.00	12.92	12.92	1085.77
1997 06 05 12	53568.00	0.00	437.39	0.00	15.38	15.38	1137.72
1997 06 06 12	53842.46	0.35	447.60	0.00	15.61	15.61	1329.39
1997 06 07 12	53913.60	1.33	332.95	0.00	12.95	12.95	1180.90
1997 06 08 12	53913.60	0.29	392.35	0.00	13.69	13.69	1179.63
1997 06 09 12	53913.60	0.00	424.79	0.00	16.68	16.68	1264.99
1997 06 10 12	53913.60	0.00	479.79	0.00	17.84	17.84	1444.38
1997 06 11 12	53913.60	0.00	454.48	0.00	17.12	17.12	1453.65
1997 06 12 12	53913.60	5.13	292.82	0.00	17.72	17.72	1614.16
1997 06 13 12	54018.70	1.60	340.49	0.00	17.08	17.08	1656.67
1997 06 14 12	54188.06	0.03	445.91	0.00	15.72	15.72	1451.36
1997 06 15 12	54259.20	0.00	476.18	0.00	12.56	12.56	1067.35
1997 06 16 12	54259.20	0.04	384.52	0.00	16.57	16.57	1566.81
1997 06 17 12	54259.20	20.08	410.67	0.00	18.76	18.76	1894.29
1997 06 18 12	54259.20	26.50	241.58	0.00	18.63	18.63	1963.19
1997 06 19 12	54259.20	0.34	474.08	0.00	17.86	17.86	1734.65
1997 06 20 12	54259.20	3.37	370.91	0.00	20.77	20.77	1982.44
1997 06 21 12	54259.20	0.13	410.75	0.00	23.30	23.30	2308.87
1997 06 22 12	54259.20	1.44	371.44	0.00	22.06	22.06	2167.34
1997 06 23 12	54259.20	0.20	477.92	0.00	18.73	18.73	1584.51
1997 06 24 12	54259.20	13.54	293.97	0.00	20.30	20.30	1911.64
1997 06 25 12	54259.20	1.13	426.15	0.00	23.38	23.38	2319.06
1997 06 26 12	54259.20	19.91	362.46	0.00	22.17	22.17	2198.44
1997 06 27 12	54259.20	0.19	487.16	0.00	17.36	17.36	1500.05
1997 06 28 12	54188.06	0.00	485.90	0.00	18.85	18.85	1437.62
1997 06 29 12	54018.70	0.00	466.00	0.00	19.49	19.49	1598.82
1997 06 30 12	53913.60	0.00	470.05	0.00	20.37	20.37	1871.07
1997 07 01 12	53913.60	2.66	224.31	0.00	18.18	18.18	1882.37
1997 07 02 12	53913.60	4.10	320.50	0.00	19.46	19.46	2022.43
1997 07 03 12	53913.60	0.07	494.66	0.00	21.27	21.27	2117.03
1997 07 04 12	53913.60	0.02	303.81	0.00	16.52	16.52	1627.65
1997 07 05 12	53913.60	0.16	503.41	0.00	13.50	13.50	1251.36
1997 07 06 12	53913.60	2.75	478.40	0.00	15.36	15.36	1269.47
1997 07 07 12	53673.10	3.71	388.65	0.00	17.73	17.73	1540.19
1997 07 08 12	53568.00	17.14	375.53	0.00	17.95	17.95	1647.53
1997 07 09 12	53568.00	17.36	295.75	0.00	19.37	19.37	1864.08
1997 07 10 12	53568.00	0.13	478.99	0.00	14.36	14.36	1319.57
1997 07 11 12	53568.00	0.00	349.95	0.00	16.11	16.11	1326.80
1997 07 12 12	53327.50	0.00	466.18	0.00	18.39	18.39	1527.91
1997 07 13 12	53222.40	0.00	497.48	0.00	20.05	20.05	1745.30
1997 07 14 12	53222.40	0.71	472.83	0.00	21.41	21.41	1986.16
1997 07 15 12	53222.40	2.68	379.37	0.00	24.17	24.17	2472.78
1997 07 16 12	53151.26	0.13	485.79	0.00	22.42	22.42	2160.06
1997 07 17 12	52876.80	3.37	475.56	0.00	21.92	21.92	2073.67
1997 07 18 12	52876.80	8.74	396.90	0.00	21.50	21.50	2079.48
1997 07 19 12	52876.80	1.18	510.45	0.00	16.99	16.99	1558.89
1997 07 20 12	52531.20	0.05	479.75	0.00	13.76	13.76	1219.52
1997 07 21 12	52531.20	2.95	323.22	0.00	18.09	18.09	1506.56
1997 07 22 12	52531.20	6.17	444.90	0.00	18.49	18.49	1832.51
1997 07 23 12	52460.06	0.04	229.85	0.00	17.52	17.52	1780.39
1997 07 24 12	52185.60	6.14	281.04	0.00	14.67	14.67	1527.74
1997 07 25 12	52185.60	0.17	436.46	0.00	18.07	18.07	1820.37
1997 07 26 12	52185.60	0.06	277.88	0.00	19.81	19.81	1906.14
1997 07 27 12	51840.00	0.00	381.17	0.00	23.01	23.01	2454.21
1997 07 28 12	51840.00	10.01	344.51	0.00	20.99	20.99	2128.70
1997 07 29 12	51768.86	0.06	502.35	0.00	17.37	17.37	1540.71
1997 07 30 12	51494.40	0.00	499.98	0.00	15.07	15.07	1139.76
1997 07 31 12	51494.40	0.00	492.45	0.00	17.34	17.34	1412.86
1997 08 01 12	51148.80	0.00	380.15	0.00	17.99	17.99	1468.29
1997 08 02 12	51148.80	0.06	311.09	0.00	19.28	19.28	1832.26
1997 08 03 12	51148.80	0.05	366.63	0.00	20.15	20.15	1956.88
1997 08 04 12	50803.20	14.16	340.13	0.00	17.58	17.58	1690.68
1997 08 05 12	50803.20	0.12	384.12	0.00	14.23	14.23	1273.87
1997 08 06 12	50562.70	0.02	393.87	0.00	13.99	13.99	1146.63
1997 08 07 12	50457.60	0.00	487.85	0.00	14.91	14.91	1086.43
1997 08 08 12	50457.60	0.00	473.85	0.00	17.10	17.10	1288.08
1997 08 09 12	50112.00	0.00	480.01	0.00	18.79	18.79	1333.03
1997 08 10 12	50112.00	0.24	376.09	0.00	19.55	19.55	1693.28
1997 08 11 12	49766.40	3.23	265.85	0.00	20.44	20.44	2003.48
1997 08 12 12	49766.40	0.10	425.69	0.00	17.99	17.99	1802.48
1997 08 13 12	49766.40	13.52	309.52	0.00	20.42	20.42	2084.08
1997 08 14 12	49420.80	2.08	479.87	0.00	16.56	16.56	1443.95
1997 08 15 12	49420.80	9.00	211.55	0.00	16.66	16.66	1520.09
1997 08 16 12	49075.20	5.24	295.50	0.00	22.06	22.06	2312.50
1997 08 17 12	49075.20	11.22	341.62	0.00	21.69	21.69	2188.90
1997 08 18 12	48729.60	5.49	439.85	0.00	16.67	16.67	1656.77
1997 08 19 12	48729.60	0.03	442.39	0.00	14.20	14.20	1180.15
1997 08 20 12	48384.00	4.08	138.53	0.00	13.65	13.65	1403.53
1997 08 21 12	48384.00	3.58	328.97	0.00	15.36	15.36	1521.09
1997 08 22 12	48143.50	4.72	264.68	0.00	11.97	11.97	1270.94
1997 08 23 12	48038.40	6.26	339.55	0.00	12.59	12.59	1244.15
1997 08 24 12	48038.40	0.57	364.63	0.00	13.48	13.48	1215.56
1997 08 25 12	47692.80	2.51	202.19	0.00	15.17	15.17	1489.25
1997 08 26 12	47692.80	0.05	272.80	0.00	17.91	17.91	1757.24
1997 08 27 12	47347.20	1.18	307.20	0.00	18.77	18.77	1851.97
1997 08 28 12	47347.20	2.73	340.04	0.00	18.98	18.98	1830.25
1997 08 29 12	47001.60	0.24	318.44	0.00	15.99	15.99	1548.43
1997 08 30 12	47001.60	0.15	372.92	0.00	15.76	15.76	1520.82
1997 08 31 12	46656.00	0.85	365.77	0.00	18.29	18.29	1681.52
1997 09 01 12	46656.00	1.24	347.32	0.00	19.24	19.24	1837.21
1997 09 02 12	46310.40	0.44	399.81	0.00	20.63	20.63	1940.53
1997 09 03 12	46310.40	9.40	372.12	0.00	13.02	13.02	1284.04
1997 09 04 12	45964.80	0.00	426.94	0.00	8.82	8.82	826.88
1997 09 05 12	45964.80	0.00	435.59	0.00	10.97	10.97	977.40
1997 09 06 12	45619.20	0.51	393.62	0.00	14.51	14.51	1276.28
1997 09 07 12	45619.20	2.73	323.20	0.00	16.38	16.38	1513.37
1997 09 08 12	45273.60	0.00	403.96	0.00	15.57	15.57	1440.12
1997 09 09 12	45273.60	0.20	367.32	0.00	15.85	15.85	1476.45
1997 09 10 12	44928.00	1.87	187.86	0.00	15.27	15.27	1587.21
1997 09 11 12	44928.00	21.99	158.36	0.00	16.00	16.00	1708.51
1997 09 12 12	44582.40	1.44	282.69	0.00	14.61	14.61	1429.61
1997 09 13 12	44582.40	0.49	197.00	0.00	14.31	14.31	1473.23
1997 09 14 12	44236.80	0.02	339.89	0.00	15.53	15.53	1499.81
1997 09 15 12	44236.80	0.93	398.31	0.00	15.74	15.74	1422.73
1997 09 16 12	43891.20	0.09	374.65	0.00	17.74	17.74	1660.98
1997 09 17 12	43891.20	1.27	322.82	0.00	18.13	18.13	1687.31
1997 09 18 12	43545.60	4.03	413.07	0.00	16.88	16.88	1493.71
1997 09 19 12	43545.60	0.18	365.99	0.00	16.09	16.09	1275.49
1997 09 20 12	43200.00	5.19	251.84	0.00	18.02	18.02	1790.96
1997 09 21 12	43200.00	0.00	399.86	0.00	6.83	6.83	815.89
1997 09 22 12	42854.40	0.55	400.67	0.00	7.72	7.72	823.29
1997 09 23 12	42854.40	1.17	210.78	0.00	11.76	11.76	1183.43
1997 09 24 12	42508.80	0.50	391.11	0.00	7.61	7.61	800.33
1997 09 25 12	42508.80	0.31	272.29	0.00	8.70	8.70	930.38
1997 09 26 12	42163.20	3.30	343.99	0.00	10.82	10.82	1095.25
1997 09 27 12	42163.20	0.01	385.95	0.00	9.89	9.89	868.10
1997 09 28 12	41817.60	0.15	330.00	0.00	13.01	13.01	1282.00
1997 09 29 12	41817.60	34.48	250.13	0.00	14.00	14.00	1376.63
1997 09 30 12	41472.00	21.33	193.87	0.00	10.61	10.61	1088.43
1997 10 01 12	41472.00	0.53	398.42	0.00	7.45	7.45	875.76
1997 10 02 12	41126.40	0.37	227.71	0.00	4.03	4.03	664.70
1997 10 03 12	41126.40	1.10	188.24	0.00	10.08	10.08	1043.57
1997 10 04 12	40780.80	0.00	356.28	0.00	15.53	15.53	1433.98
1997 10 05 12	40780.80	11.00	379.32	0.00	18.25	18.25	1696.66
1997 10 06 12	40435.20	0.30	375.71	0.00	18.90	18.90	1699.24
1997 10 07 12	40435.20	0.06	358.60	0.00	17.64	17.64	1558.38
1997 10 08 12	40089.60	0.00	370.75	0.00	18.23	18.23	1607.10
1997 10 09 12	40089.60	0.75	358.63	0.00	18.28	18.28	1635.11
1997 10 10 12	39744.00	0.16	380.15	0.00	16.64	16.64	1475.11
1997 10 11 12	39744.00	0.00	376.60	0.00	8.71	8.71	882.47
1997 10 12 12	39398.40	0.00	374.43	0.00	9.98	9.98	914.78
1997 10 13 12	39398.40	0.22	353.51	0.00	14.42	14.42	1316.21
1997 10 14 12	39052.80	0.78	204.58	0.00	13.55	13.55	1316.82
1997 10 15 12	39052.80	0.00	310.83	0.00	7.06	7.06	726.19
1997 10 16 12	38707.20	0.00	298.37	0.00	5.79	5.79	681.86
1997 10 17 12	38707.20	0.00	308.57	0.00	4.95	4.95	607.89
1997 10 18 12	38361.60	0.00	346.21	0.00	6.78	6.78	665.33
1997 10 19 12	38361.60	0.00	345.89	0.00	8.73	8.73	745.81
1997 10 20 12	38256.50	0.29	219.80	0.00	6.22	6.22	776.36
1997 10 21 12	38016.00	0.63	210.56	0.00	2.57	2.57	587.58
1997 10 22 12	38016.00	2.02	175.93	0.00	1.51	1.51	529.77
1997 10 23 12	37670.40	0.30	133.47	0.00	0.22	0.22	516.23
1997 10 24 12	37670.40	0.07	101.62	0.00	2.60	2.60	538.41
1997 10 25 12	37324.80	6.67	158.82	0.00	4.79	4.79	763.26
1997 10 26 12	37324.80	2.28	216.09	0.00	0.85	0.85	544.85
1997 10 27 12	36979.20	5.02	178.13	0.00	5.23	5.23	804.69
1997 10 28 12	36979.20	0.70	287.28	0.00	0.80	0.80	534.75
1997 10 29 12	36633.60	0.00	284.32	0.00	1.91	1.91	563.35
1997 10 30 12	36633.60	0.00	325.13	0.00	5.54	5.54	650.32
1997 10 31 12	36633.60	2.48	292.88	0.00	7.25	7.25	731.11
1997 11 01 12	36288.00	19.62	144.13	0.00	10.40	10.40	1123.71
1997 11 02 12	36288.00	16.46	111.39	0.00	9.03	9.03	1109.80
1997 11 03 12	35942.40	2.70	218.89	0.00	4.91	4.91	685.52
1997 11 04 12	35942.40	2.59	71.43	0.00	3.03	3.03	626.88
1997 11 05 12	35837.30	0.21	208.96	0.00	2.85	2.85	609.36
1997 11 06 12	35596.80	0.25	263.73	0.00	3.99	3.99	595.16
1997 11 07 12	35596.80	5.73	133.09	0.00	4.20	4.20	671.22
1997 11 08 12	35251.20	10.53	88.70	0.00	3.98	3.98	729.58
1997 11 09 12	35251.20	1.25	237.05	0.00	4.98	4.98	742.12
1997 11 10 12	35251.20	0.05	264.82	0.00	2.14	2.14	620.98
1997 11 11 12	34905.60	0.04	225.84	0.00	1.70	1.70	547.79
1997 11 12 12	34905.60	2.04	128.66	0.00	-1.29	-1.29	462.12
1997 11 13 12	34631.14	3.89	199.23	0.00	-2.74	-2.74	374.60
1997 11 14 12	34560.00	13.23	108.21	0.00	-3.75	-3.75	411.76
1997 11 15 12	34560.00	1.51	151.87	0.00	-4.04	-4.04	420.68
1997 11 16 12	34214.40	3.32	158.37	0.00	-3.85	-3.85	417.31
1997 11 17 12	34214.40	0.19	273.89	0.00	-4.84	-4.84	381.77
1997 11 18 12	34214.40	1.95	279.00	0.00	-7.56	-7.56	316.22
1997 11 19 12	33939.94	2.56	237.49	0.00	-3.52	-3.52	407.33
1997 11 20 12	33868.80	0.53	266.29	0.00	-2.35	-2.35	470.59
1997 11 21 12	33868.80	0.86	210.53	0.00	1.95	1.95	557.43
1997 11 22 12	33868.80	5.67	87.67	0.00	0.14	0.14	575.40
1997 11 23 12	33523.20	1.51	156.51	0.00	0.15	0.15	573.43
1997 11 24 12	33523.20	0.78	141.12	0.00	-3.04	-3.04	420.29
1997 11 25 12	33523.20	0.98	122.62	0.00	-4.06	-4.06	400.95
1997 11 26 12	33248.74	2.95	136.39	0.00	2.41	2.41	640.13
1997 11 27 12	33177.60	4.83	226.74	0.00	1.15	1.15	571.76
1997 11 28 12	33177.60	1.85	126.13	0.00	2.35	2.35	620.19
1997 11 29 12	33177.60	0.38	245.17	0.00	2.55	2.55	665.09
1997 11 30 12	33072.50	4.44	60.12	0.00	4.50	4.50	800.44
1997 12 01 12	32832.00	0.41	248.53	0.00	-0.85	-0.85	501.28
1997 12 02 12	32832.00	0.00	237.89	0.00	-3.85	-3.85	358.67
1997 12 03 12	32832.00	0.09	159.96	0.00	-1.86	-1.86	351.39
1997 12 04 12	32832.00	6.57	105.44	0.00	2.23	2.23	651.30
1997 12 05 12	32726.90	3.55	78.03	0.00	-0.85	-0.85	528.98
1997 12 06 12	32486.40	4.54	179.30	0.00	-3.30	-3.30	418.90
1997 12 07 12	32486.40	1.95	94.30	0.00	-2.05	-2.05	488.90
1997 12 08 12	32486.40	0.28	238.43	0.00	-1.50	-1.50	498.06
1997 12 09 12	32486.40	0.89	194.72	0.00	-3.28	-3.28	436.49
1997 12 10 12	32486.40	6.62	122.85	0.00	-1.35	-1.35	520.50
1997 12 11 12	32486.40	5.78	108.96	0.00	-1.14	-1.14	536.10
1997 12 12 12	32486.40	0.39	116.13	0.00	-3.00	-3.00	460.20
1997 12 13 12	32381.30	0.47	192.81	0.00	-5.00	-5.00	388.53
1997 12 14 12	32211.94	0.04	183.86	0.00	-4.49	-4.49	397.94
1997 12 15 12	32140.80	0.03	233.69	0.00	-5.58	-5.58	364.34
1997 12 16 12	32140.80	0.00	234.50	0.00	-1.37	-1.37	418.50
1997 12 17 12	32140.80	0.00	231.47	0.00	-1.86	-1.86	436.77
1997 12 18 12	32140.80	0.00	208.14	0.00	-2.76	-2.76	432.84
1997 12 19 12	32140.80	0.05	124.23	0.00	0.09	0.09	534.31
1997 12 20 12	32140.80	0.39	69.43	0.00	0.01	0.01	574.52
1997 12 21 12	32140.80	0.00	235.75	0.00	-5.01	-5.01	361.76
1997 12 22 12	32140.80	0.14	138.28	0.00	-5.88	-5.88	347.12
1997 12 23 12	32140.80	4.15	95.03	0.00	-0.93	-0.93	537.56
1997 12 24 12	32140.80	1.01	230.20	0.00	-2.76	-2.76	471.62
1997 12 25 12	32140.80	6.50	119.75	0.00	0.76	0.76	610.16
1997 12 26 12	32140.80	0.69	88.64	0.00	-0.14	-0.14	566.61
1997 12 27 12	32140.80	0.36	116.70	0.00	-2.74	-2.74	459.69
1997 12 28 12	32211.94	1.17	233.18	0.00	-3.99	-3.99	384.05
